"SITE_ID","YEAR","VISIT_NO","TRANSECT","DATE_COL","TEAM_ID","DBH","HEIGHT","DISTANCE","TREE","NOTREES","SPECIES" 
"WAZP99-0568",2000,1,"D",05/20/2000,"1","0-0.1","5-15",10,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"E",05/20/2000,"1","0-0.1","5-15",10,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"F",05/20/2000,"1","0-0.1","5-15",10,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"G",05/20/2000,"1","0-0.1","5-15",8,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"H",05/20/2000,"1","0-0.1","5-15",10,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"I",05/20/2000,"1",".1-.3","5-15",9,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"J",05/20/2000,"1",".1-.3","5-15",2,"Deciduous"," ","WILLOW" 
"WAZP99-0568",2000,1,"K",05/20/2000,"1",".1-.3","5-15",2,"Deciduous"," ","WILLOW" 
"WAZP99-0569",2000,1,"A",06/06/2000,"1",".75-2",">30",3,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"B",06/06/2000,"1",".3-.75",">30",3,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"C",06/06/2000,"1",".75-2",">30",4,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"D",06/06/2000,"1",".75-2",">30",10,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0569",2000,1,"E",06/06/2000,"1",".75-2",">30",0,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"F",06/06/2000,"1",".3-.75",">30",4,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"G",06/06/2000,"1",".75-2",">30",8,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"H",06/06/2000,"1"," ","5-15",1,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"I",06/06/2000,"1",".75-2",">30",5,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0569",2000,1,"J",06/06/2000,"1",".3-.75","5-15",0,"Coniferous"," ","WHITE FIR" 
"WAZP99-0569",2000,1,"K",06/06/2000,"1",".3-.75","5-15",2,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0590",2002,1,"A",09/15/2002,"1","0-0.1","<5",10,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"B",09/15/2002,"1","0-0.1","<5",40,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"C",09/15/2002,"1","0-0.1","<5",40,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"D",09/15/2002,"1","0-0.1","<5",5,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"E",09/15/2002,"1","0-0.1","<5",10,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"F",09/15/2002,"1","0-0.1","<5",10,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"G",09/15/2002,"1","0-0.1","<5",30,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"H",09/15/2002,"1","0-0.1","<5",40,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"I",09/15/2002,"1"," "," ", ," ","X"," " 
"WAZP99-0590",2002,1,"J",09/15/2002,"1","0-0.1","<5",40,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0590",2002,1,"K",09/15/2002,"1","0-0.1","<5",5,"Deciduous"," ","ACACIA MESQUITE" 
"WAZP99-0598",2000,1,"A",05/23/2000,"1",".75-2",">30",2,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"B",05/23/2000,"1",".75-2",">30",0,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"C",05/23/2000,"1",".75-2",">30",4,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"D",05/23/2000,"1",".75-2",">30",5,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"E",05/23/2000,"1",".75-2",">30",3,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"F",05/23/2000,"1",".75-2","15-30",1,"Deciduous"," ","BOX ELDER" 
"WAZP99-0598",2000,1,"G",05/23/2000,"1",".75-2",">30",1,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"H",05/23/2000,"1",".3-.75",">30",1,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"I",05/23/2000,"1",".75-2",">30",10,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0598",2000,1,"J",05/23/2000,"1",".3-.75",">30",7,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0598",2000,1,"K",05/23/2000,"1",".75-2",">30",5,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0599",2004,1,"A",06/29/2004,"1",".1-.3","15-30",50,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"B",06/29/2004,"1",".1-.3","15-30",50,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"C",06/29/2004,"1",".1-.3","15-30",45,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"D",06/29/2004,"1",".1-.3","5-15",50,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"E",06/29/2004,"1","0-0.1","<5",1,"Deciduous"," ","WILLOW" 
"WAZP99-0599",2004,1,"F",06/29/2004,"1","0-0.1","<5",12,"Deciduous"," ","SALT CEDAR" 
"WAZP99-0599",2004,1,"G",06/29/2004,"1",".1-.3","5-15",20,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"H",06/29/2004,"1",".1-.3","5-15",40,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"I",06/29/2004,"1",".1-.3","5-15",50,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"J",06/29/2004,"1",".1-.3","5-15",40,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0599",2004,1,"K",06/29/2004,"1","0-0.1","<5",5,"Deciduous"," ","SALT CEDAR" 
"WAZP99-0605",2000,1,"A",06/07/2000,"1",".1-.3","5-15",2,"Deciduous"," ","DESERT WILLOW" 
"WAZP99-0605",2000,1,"B",06/07/2000,"1",".1-.3","<5",3,"Deciduous"," ","DESERT WILLOW" 
"WAZP99-0605",2000,1,"C",06/07/2000,"1",".3-.75","5-15",10,"Coniferous"," ","JUNIPER" 
"WAZP99-0605",2000,1,"D",06/07/2000,"1",".3-.75","5-15",11,"Coniferous"," ","JUNIPER" 
"WAZP99-0605",2000,1,"E",06/07/2000,"1",".3-.75","5-15",12,"Deciduous"," ","SYCAMORE" 
"WAZP99-0605",2000,1,"F",06/07/2000,"1",".1-.3","<5",10,"Deciduous"," ","DESERT WILLOW" 
"WAZP99-0605",2000,1,"G",06/07/2000,"1",".3-.75","5-15",11,"Coniferous"," ","JUNIPER" 
"WAZP99-0605",2000,1,"H",06/07/2000,"1",".1-.3","<5",3,"Deciduous"," ","DESERT HACKBERRY" 
"WAZP99-0605",2000,1,"I",06/07/2000,"1",".3-.75","<5",3,"Coniferous"," ","JUNIPER" 
"WAZP99-0605",2000,1,"J",06/07/2000,"1",".3-.75","<5",0,"Coniferous"," ","JUNIPER" 
"WAZP99-0605",2000,1,"K",06/07/2000,"1",".1-.3","<5",0,"Deciduous"," ","ARIZONA ALDER" 
"WAZP99-0615",2000,1,"A",06/17/2000,"1",".3-.75","15-30",6,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0615",2000,1,"B",06/17/2000,"1",".75-2","15-30",10,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0615",2000,1,"C",06/17/2000,"1",".75-2","15-30",2,"Coniferous"," ","DOUGLAS" 
"WAZP99-0615",2000,1,"D",06/17/2000,"1",".75-2","15-30",4,"Coniferous"," ","BLUE SPRUCE" 
"WAZP99-0615",2000,1,"E",06/17/2000,"1",".3-.75","5-15",6,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0615",2000,1,"F",06/17/2000,"1",".3-.75","15-30",2,"Coniferous"," ","DOUGLAS FIR" 
"WAZP99-0615",2000,1,"G",06/17/2000,"1",".3-.75","15-30",1,"Coniferous"," ","BLUE SPRUCE" 
"WAZP99-0615",2000,1,"H",06/17/2000,"1",".75-2","15-30",5,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0615",2000,1,"I",06/17/2000,"1",".3-.75","5-15",4,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0615",2000,1,"J",06/17/2000,"1",".3-.75","5-15",7,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0615",2000,1,"K",06/17/2000,"1",".3-.75","5-15",4,"Deciduous"," ","GAMBELS OAK" 
"WAZP99-0632",2001,1,"A",05/22/2001,"1",".3-.75","15-30",15,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"B",05/22/2001,"1",".3-.75","15-30",18,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"C",05/22/2001,"1",".3-.75","15-30",22,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"D",05/22/2001,"1",".3-.75","15-30",8,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"E",05/22/2001,"1",".3-.75",">30",12,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"F",05/22/2001,"1",".3-.75",">30",25,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"G",05/22/2001,"1",".3-.75"," ",23,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"H",05/22/2001,"1",".3-.75"," ",18,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"I",05/22/2001,"1",".3-.75"," ",36,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"J",05/22/2001,"1",".3-.75"," ",40,"Coniferous"," ","PINE" 
"WAZP99-0632",2001,1,"K",05/22/2001,"1",".3-.75"," ",35,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"A",05/31/2001,"1",".3-.75","15-30",23,"Coniferous"," ","FIR" 
"WAZP99-0639",2001,1,"B",05/31/2001,"1",".3-.75","15-30",20,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"C",05/31/2001,"1",".3-.75","15-30",18,"Coniferous"," ","FIR" 
"WAZP99-0639",2001,1,"D",05/31/2001,"1",".75-2",">30",30,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"E",05/31/2001,"1",".75-2",">30",28,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"F",05/31/2001,"1",".3-.75",">30",30,"Coniferous"," ","FIR" 
"WAZP99-0639",2001,1,"G",05/31/2001,"1",".75-2",">30",22,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"H",05/31/2001,"1",".75-2",">30",15,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"I",05/31/2001,"1",".3-.75","15-30",18,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"J",05/31/2001,"1",".75-2",">30",18,"Coniferous"," ","PINE" 
"WAZP99-0639",2001,1,"K",05/31/2001,"1",".75-2",">30",23,"Coniferous"," ","PINE" 
"WAZP99-0645",2001,1,"A",06/13/2001,"1","0-0.1","<5",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"B",06/13/2001,"1","0-0.1","<5",2,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"C",06/13/2001,"1","0-0.1","<5",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"D",06/13/2001,"1",".1-.3","<5",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"E",06/13/2001,"1",".1-.3"," ",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"F",06/13/2001,"1",".1-.3","<5",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"G",06/13/2001,"1"," ","<5",2,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"H",06/13/2001,"1",".1-.3"," ",3,"Deciduous"," ","WILLOW" 
"WAZP99-0645",2001,1,"I",06/13/2001,"1",".3-.75","5-15",4,"Deciduous"," ","ASH" 
"WAZP99-0645",2001,1,"J",06/13/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0645",2001,1,"K",06/13/2001,"1",".1-.3","<5",1,"Deciduous"," ","ASH" 
"WAZP99-0648",2001,1,"A",06/01/2001,"1",".3-.75","5-15",10,"Coniferous"," ","JUNIPER" 
"WAZP99-0648",2001,1,"B",06/01/2001,"1",".3-.75","5-15",12,"Coniferous"," ","JUNIPER" 
"WAZP99-0648",2001,1,"C",06/01/2001,"1",".3-.75","5-15",13,"Coniferous"," ","JUNIPER" 
"WAZP99-0648",2001,1,"D",06/01/2001,"1",".1-.3","5-15",6,"Coniferous"," ","JUNIPER" 
"WAZP99-0648",2001,1,"E",06/01/2001,"1",".1-.3","15-30",5,"Coniferous"," ","JUNIPER" 
"WAZP99-0648",2001,1,"F",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0648",2001,1,"G",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0648",2001,1,"H",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0648",2001,1,"I",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0648",2001,1,"J",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0648",2001,1,"K",06/01/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0649",2001,1,"A",05/25/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0649",2001,1,"B",05/25/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0649",2001,1,"C",05/25/2001,"1",".3-.75","<5",25," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"D",05/25/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0649",2001,1,"E",05/25/2001,"1",".3-.75","<5",15," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"F",05/25/2001,"1",".3-.75","<5",20," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"G",05/25/2001,"1",".3-.75","5-15",24," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"H",05/25/2001,"1",".3-.75","5-15",15," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"I",05/25/2001,"1",".3-.75","5-15",30," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"J",05/25/2001,"1",".3-.75","<5",26," "," ","SAGUARO CACTUS" 
"WAZP99-0649",2001,1,"K",05/25/2001,"1",".3-.75","<5",10," "," ","SAGUARO CACTUS" 
"WAZP99-0653",2001,1,"A",06/28/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0653",2001,1,"B",06/28/2001,"1",".1-.3","<5",10,"Coniferous"," ","PINYON PINE" 
"WAZP99-0653",2001,1,"C",06/28/2001,"1","0-0.1","<5",25,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0653",2001,1,"D",06/28/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0653",2001,1,"E",06/28/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0653",2001,1,"F",06/28/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0653",2001,1,"G",06/28/2001,"1",".1-.3","<5",8,"Coniferous"," ","JUNIPER" 
"WAZP99-0653",2001,1,"H",06/28/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0653",2001,1,"I",06/28/2001,"1",".3-.75","5-15",15,"Coniferous"," ","PINYON PINE" 
"WAZP99-0653",2001,1,"J",06/28/2001,"1",".3-.75","5-15",30,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0653",2001,1,"K",06/28/2001,"1",".1-.3","5-15",17,"Coniferous"," ","JUNIPER" 
"WAZP99-0669",2001,1,"A",06/27/2001,"1",".3-.75",">30",10,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"B",06/27/2001,"1",".75-2",">30",5,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"C",06/27/2001,"1",".3-.75",">30",8,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"D",06/27/2001,"1",".75-2",">30",25,"Coniferous"," ","SPRUCE, PINE" 
"WAZP99-0669",2001,1,"E",06/27/2001,"1",".3-.75",">30",20,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"F",06/27/2001,"1",".3-.75","15-30",2,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"G",06/27/2001,"1",".3-.75","15-30",5,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"H",06/27/2001,"1",".75-2",">30",10,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"I",06/27/2001,"1",".75-2",">30",20,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"J",06/27/2001,"1",".3-.75","15-30",3,"Coniferous"," ","SPRUCE" 
"WAZP99-0669",2001,1,"K",06/27/2001,"1",".3-.75",">30",5,"Coniferous"," ","SPRUCE" 
"WAZP99-0681",2001,1,"A",06/19/2001,"1",".3-.75","5-15",20,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"B",06/19/2001,"1",">2",">30",30,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"C",06/19/2001,"1",".75-2","15-30",25,"Deciduous"," ","SYCAMORE" 
"WAZP99-0681",2001,1,"D",06/19/2001,"1",".3-.75","15-30",25,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"E",06/19/2001,"1",".75-2",">30",40,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"F",06/19/2001,"1",".1-.3","15-30",10,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"G",06/19/2001,"1",".3-.75","15-30",25,"Deciduous"," ","SYCAMORE" 
"WAZP99-0681",2001,1,"H",06/19/2001,"1",".1-.3","15-30",20,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"I",06/19/2001,"1",".3-.75",">30",20,"Deciduous"," ","SYCAMORE" 
"WAZP99-0681",2001,1,"J",06/19/2001,"1",".1-.3","15-30",8,"Deciduous"," ","COTTONWOOD" 
"WAZP99-0681",2001,1,"K",06/19/2001,"1",".1-.3","5-15",10,"Deciduous"," ","WILLOW" 
"WAZP99-0687",2001,1,"A",05/30/2001,"1",".3-.75","15-30",25,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"B",05/30/2001,"1",".3-.75","15-30",15,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"C",05/30/2001,"1",".3-.75","15-30",15,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"D",05/30/2001,"1",".3-.75","15-30",25,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"E",05/30/2001,"1",".3-.75","15-30",19,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"F",05/30/2001,"1",".3-.75","15-30",20,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"G",05/30/2001,"1"," "," ",17,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"H",05/30/2001,"1"," "," ",20,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"I",05/30/2001,"1"," "," ",23,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"J",05/30/2001,"1"," "," ",15,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0687",2001,1,"K",05/30/2001,"1"," "," ",20,"Coniferous"," ","PONDEROSA PINE" 
"WAZP99-0701",2001,1,"A",06/26/2001,"1",".1-.3","5-15",150,"Coniferous"," ","PINYON PINE" 
"WAZP99-0701",2001,1,"B",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"C",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"D",06/26/2001,"1",".1-.3","<5",100,"Coniferous"," ","PINYON PINE" 
"WAZP99-0701",2001,1,"E",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"F",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"G",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"H",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"I",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"J",06/26/2001,"1"," "," ", ," ","X"," " 
"WAZP99-0701",2001,1,"K",06/26/2001,"1",".1-.3","<5",50,"Coniferous"," ","PINYON PINE" 
"WAZP99-0712",2002,1,"A",08/01/2002,"1",".1-.3","5-15",15,"Deciduous"," ","WILLOW" 
"WAZP99-0712",2002,1,"B",08/01/2002,"1",".75-2","5-15",8,"Deciduous"," ","SALT CEDAR" 
"WAZP99-0712",2002,1,"C",08/01/2002,"1"," ","5-15",6,"Deciduous"," ","SALT CEDAR" 
