locationID,eventDate,eventID,fieldNotes,samplingProtocol,verbatimD,beaverImpactFlow,year
4308,2008-06-10,2060,,WADEABLE,10901,,2008
4309,2008-06-11,2074,,WADEABLE,10918,,2008
4310,2008-07-24,2078,,WADEABLE,10922,,2008
4311,2008-06-17,2081,,WADEABLE,10926,,2008
4312,2008-06-26,2083,,WADEABLE,10927,,2008
4313,2008-06-03,2084,,WADEABLE,10928,,2008
4317,2008-07-31,2104,,WADEABLE,10951,,2008
4315,2008-06-30,2106,,WADEABLE,10954,,2008
4318,2008-07-22,2108,,WADEABLE,10956,,2008
4319,2008-07-23,2112,,WADEABLE,10962,,2008
4320,2008-06-24,2113,,WADEABLE,10963,,2008
4321,2008-07-08,2115,,WADEABLE,10964,,2008
4322,2008-07-01,2116,,WADEABLE,10965,,2008
4323,2008-07-16,2117,,WADEABLE,10971,,2008
4324,2008-07-24,2118,,WADEABLE,10973,,2008
4316,2008-07-08,2119,,WADEABLE,10978,,2008
4314,2008-06-05,2120,,WADEABLE,10979,,2008
4325,2008-07-23,2126,,WADEABLE,10989,,2008
4326,2008-07-10,2128,,WADEABLE,10990,,2008
4327,2008-07-17,2129,,WADEABLE,10991,,2008
4328,2008-07-28,2131,,WADEABLE,10992,,2008
4329002,2008-09-09,2133,,WADEABLE,10993,,2008
4419,2008-09-14,2140,,WADEABLE,11003,,2008
4420,2008-07-22,2142,,WADEABLE,11004,,2008
4422,2008-07-23,2143,,WADEABLE,11005,,2008
4423,2008-07-21,2151,,WADEABLE,11013,,2008
4424,2008-09-15,2153,,WADEABLE,11014,,2008
4425,2008-07-17,2156,,WADEABLE,11016,,2008
4426,2008-07-09,2158,,WADEABLE,11017,,2008
4427,2008-08-03,2160,,WADEABLE,11018,,2008
4431,2008-09-11,2172,,WADEABLE,11035,,2008
4433,2008-08-21,2175,,WADEABLE,11037,,2008
4434,2008-09-13,2178,,WADEABLE,11039,,2008
4432,2008-07-19,2180,,WADEABLE,11040,,2008
4435,2008-07-20,2183,,WADEABLE,11042,,2008
4441,2008-07-18,2194,,WADEABLE,11051,,2008
3708001,2008-07-11,2213,,WADEABLE,11079,,2008
3708002,2008-08-05,2215,,WADEABLE,11080,,2008
3709001,2008-07-15,2217,,WADEABLE,11081,,2008
3709002,2008-08-04,2219,,WADEABLE,11082,,2008
3711,2008-07-16,2221,,WADEABLE,11083,,2008
3713,2008-07-02,2222,,WADEABLE,11084,,2008
3714,2008-06-30,2224,,WADEABLE,11085,,2008
3715,2008-07-28,2226,,WADEABLE,11086,,2008
3716,2008-06-18,2228,,WADEABLE,11087,,2008
3718,2008-09-11,2229,,WADEABLE,11088,,2008
3719,2008-07-01,2230,,WADEABLE,11089,,2008
3720,2008-07-29,2232,,WADEABLE,11090,,2008
3721,2008-07-14,2234,,WADEABLE,11091,,2008
3723,2008-09-02,2239,,WADEABLE,11095,,2008
3726,2008-08-12,2241,,WADEABLE,11096,,2008
3730,2008-09-17,2243,,WADEABLE,11097,,2008
3739,2008-07-09,2244,,WADEABLE,11098,,2008
3740,2008-07-30,2246,,WADEABLE,11099,,2008
3745,2008-10-01,2249,,WADEABLE,11100,,2008
3871,2008-09-12,2251,,WADEABLE,11106,,2008
4783,2008-07-01,2255,,WADEABLE,11134,,2008
4784,2008-08-21,2256,,WADEABLE,11135,,2008
4785001,2008-06-24,2258,,WADEABLE,11136,,2008
4786,2008-08-18,2259,,WADEABLE,11137,,2008
4787,2008-07-30,2261,,WADEABLE,11138,,2008
4680,2008-07-02,2262,,WADEABLE,11139,,2008
4681,2008-07-09,2263,,WADEABLE,11140,,2008
4685,2008-07-06,2264,,WADEABLE,11144,,2008
4686,2008-06-30,2265,,WADEABLE,11145,,2008
4691,2008-07-05,2266,,WADEABLE,11146,,2008
4694,2008-07-08,2267,,WADEABLE,11151,,2008
4698,2008-06-28,2268,,WADEABLE,11153,,2008
3886001,2008-07-30,2276,,WADEABLE,11175,,2008
3887,2008-08-07,2277,,WADEABLE,11176,,2008
3888,2008-08-11,2278,,WADEABLE,11177,,2008
3889,2008-08-10,2279,,WADEABLE,11180,,2008
3886002,2008-09-05,2280,,WADEABLE,11182,,2008
3892,2008-08-04,2282,,WADEABLE,11188,,2008
3895,2008-08-08,2283,,WADEABLE,11192,,2008
3893,2008-08-03,2284,,WADEABLE,11193,,2008
3897,2008-08-06,2287,,WADEABLE,11196,,2008
3898,2008-07-01,2289,,WADEABLE,11197,,2008
3814001,2008-08-25,2301,,WADEABLE,11228,,2008
3814002,2008-10-07,2302,,WADEABLE,11229,,2008
3816001,2008-09-10,2303,,WADEABLE,11230,,2008
3816002,2008-10-06,2305,,WADEABLE,11231,,2008
3817,2008-10-14,2307,,WADEABLE,11232,,2008
3819,2008-08-20,2309,,WADEABLE,11233,,2008
3820,2008-08-21,2310,,WADEABLE,11234,,2008
3822,2008-09-17,2311,,WADEABLE,11235,,2008
3823,2008-10-16,2312,,WADEABLE,11236,,2008
3824,2008-10-13,2313,,WADEABLE,11237,,2008
3826,2008-09-18,2315,,WADEABLE,11238,,2008
3827,2008-09-16,2317,,WADEABLE,11239,,2008
3828,2008-08-12,2319,,WADEABLE,11240,,2008
3829,2008-10-09,2320,,WADEABLE,11241,,2008
3830,2008-08-19,2321,,WADEABLE,11242,,2008
3832,2008-10-15,2323,,WADEABLE,11244,,2008
3834,2008-08-18,2325,,WADEABLE,11245,,2008
3836,2008-08-26,2326,,WADEABLE,11246,,2008
3837,2008-10-01,2328,,WADEABLE,11247,,2008
3838,2008-09-02,2330,,WADEABLE,11248,,2008
3840,2008-09-04,2331,,WADEABLE,11249,,2008
3842,2008-09-15,2332,,WADEABLE,11250,,2008
3843,2008-09-23,2333,,WADEABLE,11251,,2008
4498,2008-08-25,2335,,WADEABLE,11254,,2008
4499,2008-08-26,2337,,WADEABLE,11255,,2008
4512,2008-07-25,2338,,WADEABLE,11256,,2008
4513,2008-07-28,2339,,WADEABLE,11257,,2008
4511,2008-07-26,2340,,WADEABLE,11260,,2008
4033,2008-09-24,2346,,WADEABLE,11279,,2008
4034,2008-10-01,2348,,WADEABLE,11280,,2008
4035,2008-09-25,2349,,WADEABLE,11282,,2008
4037,2008-09-30,2350,,WADEABLE,11285,,2008
4038,2008-10-04,2353,,WADEABLE,11287,,2008
4039,2008-09-28,2357,,WADEABLE,11297,,2008
3608,2008-09-13,2358,,WADEABLE,11299,,2008
3614,2008-08-27,2360,,WADEABLE,11300,,2008
3606,2008-09-27,2362,,WADEABLE,11301,,2008
3604,2008-09-06,2364,,WADEABLE,11302,,2008
3607,2008-09-20,2366,,WADEABLE,11303,,2008
3776,2008-08-02,2373,,WADEABLE,11319,,2008
3777,2008-08-09,2375,,WADEABLE,11320,,2008
3778,2008-08-11,2376,,WADEABLE,11323,,2008
3779,2008-07-14,2377,,WADEABLE,11324,,2008
3791,2008-07-01,2378,,WADEABLE,11326,,2008
3793,2008-07-06,2379,,WADEABLE,11327,,2008
3796,2008-07-03,2380,,WADEABLE,11328,,2008
3797,2008-07-04,2381,,WADEABLE,11330,,2008
3841,2008-09-22,2388,,WADEABLE,11342,,2008
3969001,2008-07-22,2415,,WADEABLE,11469,,2008
3969002,2008-08-04,2416,,WADEABLE,11470,,2008
3970,2008-07-21,2417,,WADEABLE,11472,,2008
3972,2008-06-25,2418,,WADEABLE,11474,,2008
3974,2008-07-01,2419,,WADEABLE,11476,,2008
3971,2008-06-26,2423,,WADEABLE,11491,,2008
3973,2008-07-09,2424,,WADEABLE,11492,,2008
4088001,2008-07-16,2431,,WADEABLE,11502,,2008
4088002,2008-08-19,2432,,WADEABLE,11503,,2008
4089001,2008-07-29,2433,,WADEABLE,11504,,2008
4089002,2008-09-23,2434,,WADEABLE,11505,,2008
4091,2008-09-09,2435,,WADEABLE,11507,,2008
4093,2008-09-29,2436,,WADEABLE,11508,,2008
4094,2008-07-23,2437,,WADEABLE,11509,,2008
4098,2008-07-01,2438,,WADEABLE,11511,,2008
4102,2008-09-30,2439,,WADEABLE,11512,,2008
4103,2008-07-24,2440,,WADEABLE,11513,,2008
4104,2008-07-08,2441,,WADEABLE,11515,,2008
4105,2008-07-21,2443,,WADEABLE,11516,,2008
4111,2008-07-10,2448,,WADEABLE,11523,,2008
4114,2008-08-26,2450,,WADEABLE,11526,,2008
4117,2008-09-10,2451,,WADEABLE,11527,,2008
4118,2008-07-14,2453,,WADEABLE,11528,,2008
4121,2008-07-30,2454,,WADEABLE,11529,,2008
4124,2008-08-20,2455,,WADEABLE,11531,,2008
4097,2008-09-25,2457,,WADEABLE,11533,,2008
4106,2008-08-25,2459,,WADEABLE,11537,,2008
4108,2008-10-01,2460,,WADEABLE,11540,,2008
4109,2008-07-15,2461,,WADEABLE,11541,,2008
4113,2008-07-07,2462,,WADEABLE,11544,,2008
4090,2008-07-17,2463,,WADEABLE,11563,,2008
4263001,2008-07-19,2464,,WADEABLE,11564,,2008
4264,2008-07-16,2465,,WADEABLE,11567,,2008
4265,2008-07-18,2466,,WADEABLE,11573,,2008
4267,2008-07-25,2467,,WADEABLE,11575,,2008
4268,2008-07-27,2468,,WADEABLE,11576,,2008
4263002,2008-10-11,2469,,WADEABLE,11577,,2008
3964001,2008-07-11,2480,,WADEABLE,11718,,2008
3964002,2008-10-16,2481,,WADEABLE,11719,,2008
4330001,2008-09-03,2483,,WADEABLE,11740,,2008
4330002,2008-10-08,2484,,WADEABLE,11741,,2008
4331001,2008-08-07,2485,,WADEABLE,11742,,2008
4332,2008-08-30,2486,,WADEABLE,11743,,2008
4333,2008-08-01,2487,,WADEABLE,11747,,2008
4336,2008-08-31,2489,,WADEABLE,11750,,2008
4337,2008-08-03,2490,,WADEABLE,11751,,2008
4338,2008-07-29,2492,,WADEABLE,11764,,2008
4339,2008-08-06,2493,,WADEABLE,11769,,2008
4340,2008-08-05,2495,,WADEABLE,11773,,2008
4341,2008-09-02,2496,,WADEABLE,11776,,2008
4342,2008-08-28,2498,,WADEABLE,11787,,2008
4346,2008-09-08,2500,,WADEABLE,11791,,2008
4347,2008-09-09,2501,,WADEABLE,11792,,2008
4349,2008-10-04,2502,,WADEABLE,11794,,2008
3757,2008-08-13,2503,,WADEABLE,11798,,2008
3983001,2008-08-19,2506,,WADEABLE,11806,,2008
3983002,2008-09-09,2507,,WADEABLE,11807,,2008
3984001,2008-08-27,2508,,WADEABLE,11808,,2008
3984002,2008-09-10,2509,,WADEABLE,11813,,2008
3985,2008-09-20,2510,,WADEABLE,11814,,2008
3986,2008-09-16,2511,,WADEABLE,11815,,2008
3987,2008-08-28,2512,,WADEABLE,11819,,2008
3988,2008-09-03,2514,,WADEABLE,11820,,2008
3989,2008-08-20,2515,,WADEABLE,11821,,2008
3990,2008-08-29,2516,,WADEABLE,11823,,2008
3991,2008-08-25,2517,,WADEABLE,11824,,2008
3992,2008-09-02,2518,,WADEABLE,11825,,2008
3993,2008-08-24,2519,,WADEABLE,11835,,2008
4596,2008-08-01,2521,,WADEABLE,11878,,2008
4597001,2008-09-16,2522,,WADEABLE,11879,,2008
4597002,2008-08-19,2524,,WADEABLE,11880,,2008
4599,2008-08-22,2525,,WADEABLE,11881,,2008
4600,2008-09-11,2526,,WADEABLE,11882,,2008
4602,2008-07-29,2527,,WADEABLE,11883,,2008
4605,2008-08-07,2528,,WADEABLE,11884,,2008
4609,2008-09-19,2529,,WADEABLE,11887,,2008
4610,2008-08-29,2530,,WADEABLE,11888,,2008
4611,2008-09-10,2531,,WADEABLE,11889,,2008
4613,2008-08-28,2532,,WADEABLE,11890,,2008
4615,2008-08-06,2533,,WADEABLE,11891,,2008
4616,2008-09-04,2534,,WADEABLE,11892,,2008
4624,2008-09-24,2535,,WADEABLE,11893,,2008
4612,2008-09-09,2536,,WADEABLE,11895,,2008
4608,2008-07-30,2537,,WADEABLE,11896,,2008
4627,2008-09-12,2538,,WADEABLE,11897,,2008
4626,2008-08-26,2539,,WADEABLE,11898,,2008
4628,2008-08-20,2540,,WADEABLE,11899,,2008
4629,2008-09-03,2543,,WADEABLE,11900,,2008
4632,2008-08-27,2544,,WADEABLE,11901,,2008
4633,2008-08-21,2545,,WADEABLE,11902,,2008
4636,2008-07-31,2546,,WADEABLE,11904,,2008
4639001,2008-09-17,2547,,WADEABLE,11908,,2008
4643,2008-09-25,2548,,WADEABLE,11919,,2008
4638,2008-09-17,2549,,WADEABLE,11920,,2008
4635,2008-09-18,2550,,WADEABLE,11921,,2008
3675002,2008-06-24,2551,,WADEABLE,11935,,2008
3677001,2008-07-29,2552,,WADEABLE,11936,,2008
3677002,2008-09-16,2553,,WADEABLE,11937,,2008
3679,2008-07-31,2554,,WADEABLE,11938,,2008
3680,2008-07-23,2555,,WADEABLE,11939,,2008
3683,2008-09-03,2557,,WADEABLE,11940,,2008
3684,2008-08-21,2558,,WADEABLE,11941,,2008
3685,2008-07-22,2559,,WADEABLE,11942,,2008
3686,2008-09-09,2560,,WADEABLE,11943,,2008
3688,2008-07-24,2561,,WADEABLE,11944,,2008
3689,2008-08-19,2562,,WADEABLE,11945,,2008
3695,2008-09-23,2563,,WADEABLE,11946,,2008
4179,2008-07-01,2565,,WADEABLE,11957,,2008
4165,2008-09-18,2567,,WADEABLE,11961,,2008
4541,2008-09-19,2568,,WADEABLE,11962,,2008
4542,2008-09-21,2569,,WADEABLE,11963,,2008
4539,2008-09-26,2570,,WADEABLE,11971,,2008
4538,2008-09-28,2571,,WADEABLE,11972,,2008
4540,2008-09-24,2572,,WADEABLE,11974,,2008
4159,2008-08-20,2573,,WADEABLE,11975,,2008
4161,2008-09-11,2574,,WADEABLE,11979,,2008
4162,2008-09-06,2576,,WADEABLE,11980,,2008
4163001,2008-07-30,2577,,WADEABLE,11981,,2008
4163002,2008-09-03,2578,,WADEABLE,11982,,2008
4164001,2008-08-06,2579,,WADEABLE,11983,,2008
4164002,2008-09-29,2580,,WADEABLE,11984,,2008
4166,2008-07-21,2581,,WADEABLE,11985,,2008
4168,2008-08-19,2582,,WADEABLE,11986,,2008
4169,2008-07-31,2583,,WADEABLE,11987,,2008
4170,2008-07-09,2584,,WADEABLE,11988,,2008
4172,2008-07-17,2585,,WADEABLE,11989,,2008
4181,2008-09-12,2588,,WADEABLE,12014,,2008
4175,2008-07-23,2589,,WADEABLE,12015,,2008
4182,2008-06-23,2590,,WADEABLE,12016,,2008
4183,2008-07-08,2591,,WADEABLE,12017,,2008
4184,2008-06-30,2592,,WADEABLE,12018,,2008
4185,2008-08-05,2594,,WADEABLE,12020,,2008
4187,2008-09-16,2595,,WADEABLE,12021,,2008
4188,2008-07-07,2596,,WADEABLE,12022,,2008
4180,2008-06-25,2597,,WADEABLE,12023,,2008
4176,2008-08-13,2598,,WADEABLE,12024,,2008
4178,2008-08-12,2599,,WADEABLE,12027,,2008
4191,2008-06-26,2600,,WADEABLE,12030,,2008
4193,2008-07-29,2601,,WADEABLE,12032,,2008
4196,2008-06-17,2602,,WADEABLE,12034,,2008
4197,2008-08-07,2603,,WADEABLE,12035,,2008
4199,2008-08-21,2604,,WADEABLE,12036,,2008
4222,2008-08-14,2606,,WADEABLE,12060,,2008
4233,2008-07-24,2607,,WADEABLE,12061,,2008
4211001,2008-08-11,2608,,WADEABLE,12062,,2008
4215,2008-08-19,2609,,WADEABLE,12063,,2008
4216,2008-07-29,2610,,WADEABLE,12064,,2008
4217,2008-09-16,2611,,WADEABLE,12065,,2008
4218,2008-08-22,2612,,WADEABLE,12066,,2008
4221,2008-07-22,2613,,WADEABLE,12067,,2008
4227,2008-08-19,2614,,WADEABLE,12068,,2008
4224,2008-07-30,2615,,WADEABLE,12069,,2008
4226,2008-08-12,2616,,WADEABLE,12070,,2008
4229,2008-08-21,2617,,WADEABLE,12071,,2008
4234,2008-07-28,2618,,WADEABLE,12072,,2008
4238,2008-08-13,2619,,WADEABLE,12073,,2008
4244,2008-07-31,2620,,WADEABLE,12074,,2008
4246001,2008-09-15,2621,,WADEABLE,12075,,2008
4270001,2008-08-05,2622,,WADEABLE,12076,,2008
4271001,2008-07-25,2623,,WADEABLE,12077,,2008
4272,2008-07-23,2624,,WADEABLE,12078,,2008
4275,2008-07-22,2625,,WADEABLE,12082,,2008
4276,2008-07-31,2626,,WADEABLE,12083,,2008
4277,2008-07-29,2627,,WADEABLE,12087,,2008
4280,2008-08-02,2629,,WADEABLE,12090,,2008
4287,2008-08-03,2632,,WADEABLE,12103,,2008
4288,2008-09-26,2633,,WADEABLE,12104,,2008
4289,2008-08-01,2634,,WADEABLE,12105,,2008
4290,2008-08-04,2635,,WADEABLE,12106,,2008
4549,2008-09-29,2637,,WADEABLE,12111,,2008
4550,2008-09-25,2638,,WADEABLE,12112,,2008
4551,2008-09-28,2639,,WADEABLE,12113,,2008
4553,2008-09-18,2640,,WADEABLE,12114,,2008
4554,2008-09-30,2641,,WADEABLE,12115,,2008
4555,2008-09-20,2642,,WADEABLE,12116,,2008
4557,2008-09-23,2643,,WADEABLE,12117,,2008
4495,2008-07-10,2646,,WADEABLE,12183,,2008
4496,2008-08-21,2647,,WADEABLE,12184,,2008
4497,2008-07-08,2648,,WADEABLE,12186,,2008
3905,2008-09-09,2649,,WADEABLE,12190,,2008
3911,2008-09-15,2650,,WADEABLE,12192,,2008
3912,2008-10-07,2651,,WADEABLE,12193,,2008
4494,2008-07-09,2652,,WADEABLE,12194,,2008
3921,2008-10-06,2653,,WADEABLE,12196,,2008
3923,2008-09-22,2654,,WADEABLE,12197,,2008
3924,2008-09-29,2655,,WADEABLE,12199,,2008
4874,2008-08-26,2657,,WADEABLE,12205,,2008
4877,2008-08-29,2658,,WADEABLE,12206,,2008
4879,2008-07-16,2659,,WADEABLE,12207,,2008
4880,2008-09-23,2660,,WADEABLE,12208,,2008
4881,2008-09-24,2661,,WADEABLE,12210,,2008
4884,2008-07-16,2662,,WADEABLE,12212,,2008
4886,2008-07-14,2663,,WADEABLE,12214,,2008
4887,2008-08-27,2664,,WADEABLE,12215,,2008
4888,2008-06-16,2665,,WADEABLE,12216,,2008
4889,2008-08-07,2666,,WADEABLE,12217,,2008
4890,2008-09-30,2667,,WADEABLE,12218,,2008
4892,2008-07-15,2668,,WADEABLE,12219,,2008
4896,2008-08-06,2669,,WADEABLE,12224,,2008
4893,2008-10-02,2670,,WADEABLE,12228,,2008
4895,2008-06-20,2671,,WADEABLE,12229,,2008
4897,2008-08-28,2672,,WADEABLE,12236,,2008
4899,2008-08-25,2673,,WADEABLE,12237,,2008
4902,2008-06-18,2674,,WADEABLE,12238,,2008
4903,2008-10-01,2675,,WADEABLE,12239,,2008
4715001,2008-07-02,2676,,WADEABLE,12243,,2008
4715002,2008-08-27,2677,,WADEABLE,12244,,2008
4716,2008-07-09,2678,,WADEABLE,12245,,2008
4718,2008-09-09,2679,,WADEABLE,12247,,2008
4719,2008-09-24,2680,,WADEABLE,12248,,2008
4720,2008-09-03,2681,,WADEABLE,12249,,2008
4721,2008-07-10,2682,,WADEABLE,12250,,2008
4722,2008-09-17,2683,,WADEABLE,12251,,2008
4723,2008-07-15,2684,,WADEABLE,12252,,2008
4724,2008-08-05,2685,,WADEABLE,12253,,2008
4725,2008-08-13,2686,,WADEABLE,12254,,2008
4729,2008-08-07,2687,,WADEABLE,12255,,2008
4730,2008-09-15,2688,,WADEABLE,12256,,2008
4732,2008-06-25,2689,,WADEABLE,12257,,2008
4735,2008-09-04,2690,,WADEABLE,12258,,2008
4741,2008-09-16,2691,,WADEABLE,12259,,2008
4742,2008-09-23,2692,,WADEABLE,12260,,2008
4739,2008-07-11,2693,,WADEABLE,12262,,2008
4744,2008-07-16,2694,,WADEABLE,12263,,2008
4747,2008-09-10,2695,,WADEABLE,12264,,2008
4750,2008-06-24,2696,,WADEABLE,12266,,2008
4752,2008-08-12,2697,,WADEABLE,12267,,2008
4271002,2008-09-19,2698,,WADEABLE,12274,,2008
4375,2008-09-09,2699,,WADEABLE,12276,,2008
4760,2008-08-21,2700,,WADEABLE,12290,,2008
4754001,2008-09-02,2701,,WADEABLE,12294,,2008
4754002,2008-09-18,2702,,WADEABLE,12295,,2008
4758,2008-08-12,2703,,WADEABLE,12296,,2008
4759,2008-09-23,2704,,WADEABLE,12297,,2008
4761,2008-08-28,2706,,WADEABLE,12300,,2008
4765,2008-09-15,2707,,WADEABLE,12302,,2008
4770,2008-09-22,2708,,WADEABLE,12305,,2008
4772,2008-09-04,2709,,WADEABLE,12306,,2008
4774,2008-09-30,2710,,WADEABLE,12307,,2008
4776,2008-10-02,2711,,WADEABLE,12308,,2008
4764,2008-09-08,2712,,WADEABLE,12320,,2008
4763,2008-08-27,2713,,WADEABLE,12324,,2008
4678001,2008-08-25,2714,,WADEABLE,12331,,2008
4679001,2008-09-02,2715,,WADEABLE,12332,,2008
4688,2008-08-26,2716,,WADEABLE,12333,,2008
4689,2008-08-28,2717,,WADEABLE,12334,,2008
4699,2008-08-27,2718,,WADEABLE,12338,,2008
4706,2008-08-30,2719,,WADEABLE,12339,,2008
4692,2008-08-24,2720,,WADEABLE,12340,,2008
4693,2008-08-21,2721,,WADEABLE,12341,,2008
4695,2008-09-03,2722,,WADEABLE,12342,,2008
4781,2008-07-08,2723,,WADEABLE,12345,,2008
4782,2008-07-15,2724,,WADEABLE,12346,,2008
4788,2008-07-31,2725,,WADEABLE,12358,,2008
4800001,2008-07-16,2726,,WADEABLE,12359,,2008
4801,2008-08-06,2727,,WADEABLE,12360,,2008
4809,2008-09-17,2728,,WADEABLE,12361,,2008
3955,2008-07-22,2729,,WADEABLE,12365,,2008
4270002,2008-09-17,2731,,WADEABLE,12402,,2008
4785002,2008-09-08,2732,,WADEABLE,12405,,2008
4442001,2008-08-18,2733,,WADEABLE,12406,,2008
4442002,2008-09-23,2734,,WADEABLE,12407,,2008
4445,2008-08-07,2735,,WADEABLE,12408,,2008
4453,2008-08-21,2736,,WADEABLE,12410,,2008
4459,2008-08-05,2737,,WADEABLE,12412,,2008
4462,2008-08-19,2738,,WADEABLE,12413,,2008
4463,2008-09-09,2739,,WADEABLE,12414,,2008
4355,2008-09-08,2741,,WADEABLE,12426,,2008
4356,2008-06-25,2742,,WADEABLE,12427,,2008
4357,2008-06-18,2743,,WADEABLE,12428,,2008
4359,2008-09-10,2745,,WADEABLE,12437,,2008
4368,2008-08-19,2747,,WADEABLE,12441,,2008
4372,2008-07-11,2749,,WADEABLE,12452,,2008
4371,2008-08-05,2750,,WADEABLE,12454,,2008
4661,2008-10-02,2751,,WADEABLE,12465,,2008
4658001,2008-09-09,2752,,WADEABLE,12466,,2008
4658002,2008-10-05,2753,,WADEABLE,12467,,2008
4660001,2008-09-11,2754,,WADEABLE,12468,,2008
4660002,2008-10-07,2755,,WADEABLE,12469,,2008
4662,2008-09-12,2757,,WADEABLE,12470,,2008
4663,2008-09-14,2758,,WADEABLE,12471,,2008
4665,2008-09-29,2759,,WADEABLE,12476,,2008
4666,2008-09-13,2760,,WADEABLE,12477,,2008
4667,2008-09-05,2762,,WADEABLE,12480,,2008
4668,2008-09-27,2763,,WADEABLE,12481,,2008
4669,2008-10-01,2764,,WADEABLE,12482,,2008
4671,2008-09-30,2765,,WADEABLE,12484,,2008
4672,2008-09-25,2766,,WADEABLE,12485,,2008
4673,2008-09-06,2767,,WADEABLE,12486,,2008
4674,2008-09-10,2768,,WADEABLE,12487,,2008
4872,2008-08-12,2769,,WADEABLE,12489,,2008
4798,2008-08-05,2771,,WADEABLE,12497,,2008
4806,2008-08-19,2772,,WADEABLE,12499,,2008
4051001,2008-10-13,2786,,WADEABLE,12710,,2008
4052001,2008-07-15,2787,,WADEABLE,12711,,2008
4053,2008-07-08,2788,,WADEABLE,12712,,2008
4054,2008-07-23,2789,,WADEABLE,12713,,2008
4055,2008-07-11,2790,,WADEABLE,12714,,2008
4058,2008-07-09,2791,,WADEABLE,12716,,2008
4060,2008-09-30,2792,,WADEABLE,12718,,2008
4061,2008-07-14,2793,,WADEABLE,12719,,2008
4062,2008-09-23,2794,,WADEABLE,12720,,2008
4063,2008-07-09,2795,,WADEABLE,12721,,2008
3657001,2009-05-05,2797,,WADEABLE,12733,,2009
3662,2009-04-21,2798,,WADEABLE,12734,,2009
3666,2009-04-23,2799,,WADEABLE,12735,,2009
3668,2009-05-06,2800,,WADEABLE,12736,,2009
3669,2009-05-04,2801,,WADEABLE,12737,,2009
3670,2009-05-07,2802,,WADEABLE,12738,,2009
4490,2008-07-22,2804,,WADEABLE,12754,,2008
4491,2008-07-17,2805,,WADEABLE,12755,,2008
4489,2008-07-17,2806,,WADEABLE,12756,,2008
4500,2008-06-12,2807,,WADEABLE,12758,,2008
4501,2008-07-09,2808,,WADEABLE,12759,,2008
4503,2008-06-23,2809,,WADEABLE,12761,,2008
4504,2008-06-18,2810,,WADEABLE,12762,,2008
4518,2008-07-02,2811,,WADEABLE,12763,,2008
4519,2008-07-01,2812,,WADEABLE,12764,,2008
4543,2008-07-08,2813,,WADEABLE,12765,,2008
4544,2008-07-08,2814,,WADEABLE,12766,,2008
