"OBJECTID","Project","BLM_AdminState","District","FieldOffice","EvaluationID","PointID","StreamName","FieldEvalDate","SampledMidLatitude","SampledMidLongitude","BottomReachLatitude","BottomReachLongitude","TopReachLatitude","TopReachLongitude","ProtocolReachLength","ProtocolType","ProtocolVersion","FieldStatus","PointSelectionType","OriginalDesign","OriginalStratum","StreamOrder","DefaultBenchmarkGroup","PctOverheadCover","PctBankOverheadCover","VegComplexity","VegComplexityWoody","VegComplexityUnderstoryGround","PctNoxiousWoodySpecies","PctNativeWoodySpecies","PctNoxiousHerbSpecies","PctSedgeRushSpecies","PctEquisetumSpecies","InvasiveInvertSpecies","ObservedInvertRichness","ExpectedInvertRichness","OE_Macroinvertebrate","MMI_Macroinvertebrate","OE_MMI_ModelUsed","OE_MMI_ModelApplicability","MacroinvertebrateCount","TotalNitrogen","PredictedTotalNitrogen","TotalPhosphorous","PredictedTotalPhosphorous","SpecificConductance","PredictedSpecificConductance","pH","InstantTemp","AugTempAvg","TurbidityAvg","PoolCount","PctPools","PoolFreq","ResPoolDepthAvg","LgWoodInChanCount","LgWoodInChanFreq","LgWoodInChanVol","LgWoodAboveChanCount","LgWoodAboveChanFreq","LgWoodAboveChanVol","PctFinesLessThan2mm","PctFinesLessThan6mm","D16","D84","D50","GeometricMeanParticleDiam","PctPoolTailFinesLessThan2mm","PctPoolTailFinesLessThan6mm","PctBankCoveredMIM","PctBankStable","PctBankCoveredStableMIM","PctBankCoveredOld","PctBankCoveredStableOld","BankfullHeightAvg","BenchHeightAvg","ChannelIncision","FloodplainConnectivity","InstreamHabitatComplexity","BankAngleAvg","ThalwegDepthCV","ThalwegDepthAvg","PctDry","BankfullWidthAvg","WettedWidthAvg","EntrenchmentRiffle1","EntrenchmentRiffle2","PctSlope","Sinuosity","HumanInfluence","BeaverFlowMod","BeaverSigns","WaterWithdrawals","SideChannels","PhotoLink","CoreSubset","Supplementals","GreenlineVegComposition","EvaluationID_OLD","RecordID","GlobalID","created_user","created_date","last_edited_user","last_edited_date","geometry"
564,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","SAN LUIS VALLEY FIELD OFFICE","FR-TR-1267_2019-09-17","FR-TR-1267","RIO GRANDE TR3 (DOWNSTREAM OF RD.)",2019-09-16,37.143676,-105.744243,37.13891,-105.746586,37.146186,-105.738683,1133,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",6,"EasternXericBasin_LargeWadeable",0,26.8,NA,NA,NA,0,83,85,69,NA,"Absent",NA,NA,NA,50.5,"CO-EDAS2017 - Biotype 1",NA,209,195.9,222.2,89.2,38.7,121.2,159.5,8.07,17.6,18.61,NA,1,7.33,0.9,0.59,1,0.088,0.004,NA,NA,NA,80.4,80.4,1,13,2,3,NA,NA,64,98,64,NA,NA,0.3,0.44,-0.62,1.15,NA,162,0.27,0.69,0,55.85,44.86,1.95,1.24,0.05,1.06,"Buildings, LivestockHorseBurro, PastureHayFence, RoadRailroadCulvert","None","Absent","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1267_2019-09-17/","No",NA,"No","99D6859F-3364-4CB2-96B8-352F9EEC0041","FR-TR-1267_2019-09-17","72697272-b5bf-424f-aae8-23e3fc6fe953","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-105.744253004797, 37.1436820020367)
565,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","SAN LUIS VALLEY FIELD OFFICE","FR-TR-1281_2019-08-30","FR-TR-1281","RITO ALTO CREEK",2019-08-29,38.078537,-105.759452,38.078182,-105.759821,38.078963,-105.758992,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",2,"SouthernRockies_SmallWadeable",85.7,97.3,NA,NA,NA,0,100,0,9,NA,"Absent",NA,NA,NA,70.9,"CO-EDAS2017 - Biotype 2",NA,259,360.5,212,0,8.5,100.1,121,7.68,8.7,13.03,NA,1,5.47,6.7,0.35,14,9.333,1.24,NA,NA,NA,0,0,39,185,82,84,NA,NA,NA,NA,NA,NA,NA,0.17,0.81,-0.13,2.28,NA,126,0.22,0.38,0,4.24,3.53,1.37,1.59,4.45,1.33,"Recreation, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1281_2019-08-30/","No",NA,"No","BC183E0F-4345-4FD9-907B-B0E4D931C96E","FR-TR-1281_2019-08-30","e55d690f-d08a-4339-8ba7-40c410b44809","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-105.7594621017, 38.0785431352711)
566,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","ROYAL GORGE FIELD OFFICE","FR-TR-1298_2017-08-10","FR-TR-1298","BOX CREEK",2017-08-09,39.129714,-106.326156,39.129155,-106.325842,39.130338,-106.326552,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",7.1,35.6,1.37,0.25,0.25,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,47.7,"CO-EDAS2017 - Biotype 1",NA,282,326.1,190.4,27,23.8,110,134.6,7.66,15.2,13.21,NA,5,12.47,33.3,0.28,0,0,0,NA,NA,NA,28.6,32.4,2,56,20,13,NA,NA,NA,47,NA,38,29,0.06,0.18,-0.67,NA,0.4,124,NA,NA,NA,1.37,1.44,3,3,1.52,1.03,"Buildings, HydrologicAlterations, LivestockHorseBurro, LoggingOperations, PastureHayFence, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1298_2017-08-10/","No",NA,"No","8D9AF4E5-CEBD-4178-BA9F-A3DD301A0FBD","FR-TR-1298_2017-08-10","6212eb44-d2d7-4a7b-a35f-6f83286d6ad7","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.32616634316, 39.1297202434385)
567,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","ROYAL GORGE FIELD OFFICE","FR-TR-1309_2018-08-14","FR-TR-1309","DYER GULCH",2018-08-13,39.230842,-106.20038,39.230587,-106.200867,39.231229,-106.199776,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2018_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",58,75.4,1.25,0.5,0.5,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,40.9,"CO-EDAS2017 - Biotype 2",NA,182,315.3,169.7,9.1,16.9,220,136.6,7.98,6.6,7.96,NA,6,5.9,40,0.25,0,0,0,NA,NA,NA,27.5,34,1,307,38,23,NA,NA,NA,98,NA,45,43,0.16,0.24,-0.73,1.37,0.95,134,0.73,0.08,0,1.06,0.64,3,3,9.86,1.27,"LandfillTrash, Mining, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1309_2018-08-14/","No",NA,"No","2C53FE1D-38F3-48B7-96B3-869F6BB95292","FR-TR-1309_2018-08-14","dfdde572-b273-4bc9-9e6f-a78b3fc3c088","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.200390326311, 39.2308482658185)
568,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","SAN LUIS VALLEY FIELD OFFICE","FR-TR-1321_2017-07-20","FR-TR-1321","LA JARA CREEK",2017-07-19,37.271822,-106.136654,37.271938,-106.135718,37.271336,-106.137452,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",4,"EasternXericBasin_SmallWadeable",0.8,47.9,1.74,1.03,1.03,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,70.3,"CO-EDAS2017 - Biotype 1",NA,310,549.1,181.3,153.4,34,132.5,102.8,7.65,19.4,16.77,NA,4,42.93,26.7,0.53,1,0.606,0.026,NA,NA,NA,39.5,41,1,56,14,10,NA,NA,NA,90,NA,43,43,0.3,0.46,-0.59,1.23,0.36,139,0.57,0.37,0,6,4.7,1.39,1.74,1.05,1,"LivestockHorseBurro, PastureHayFence","Minor","Common","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1321_2017-07-20/","No",NA,"No","8E9CB42A-C6E7-4BB7-816B-5E1C00A9D58C","FR-TR-1321_2017-07-20","00304220-13ea-4c28-8b2b-6eb30bc0e789","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.136664105154, 37.2718279961784)
569,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","SAN LUIS VALLEY FIELD OFFICE","FR-TR-1325_2019-09-16","FR-TR-1325","CONEJOS RIVER TR-2 (UPSTREAM)",2019-09-15,37.28905,-105.815744,37.289396,-105.81404,37.287621,-105.814544,431,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",5,"EasternXericBasin_LargeWadeable",0,23.5,NA,NA,NA,0,86,5,73,NA,"Absent",NA,NA,NA,66.9,"CO-EDAS2017 - Biotype 1",NA,286,111.3,219.2,33.9,40.1,75.1,101.3,7.48,14.7,16.93,NA,4,40.11,9.3,0.59,9,2.088,1.394,NA,NA,NA,29.1,29.1,1,52,31,14,NA,NA,71,79,62,NA,NA,0.39,0.6,-0.5,1.21,NA,138,0.51,0.73,0,21.92,19.24,3,3,0.04,2.13,"LandfillTrash, RoadRailroadCulvert","Minor","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1325_2019-09-16/","No",NA,"No","73CAAC32-5FF3-4791-9195-B0F85A6D61A6","FR-TR-1325_2019-09-16","474c6479-b8a1-4749-ae2c-378ed132581d","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-105.81575403496, 37.2890560186746)
570,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1326_2019-08-16","FR-TR-1326","LITTLE CIMARRON RIVER",2019-08-15,38.249535,-107.467594,38.250029,-107.466979,38.248894,-107.467701,179,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",2,"SouthernRockies_SmallWadeable",10,53.5,NA,NA,NA,0,86,0,23,NA,"Absent",NA,NA,NA,66.4,"CO-EDAS2017 - Biotype 2",NA,300,92.3,146,51.7,47.4,38,80,7.32,10.5,9.68,NA,3,23.8,16.8,0.56,11,6.145,1.221,NA,NA,NA,3,3,40,94,65,56,NA,NA,NA,NA,NA,NA,NA,0.31,1.03,-0.08,2.19,NA,128,0.36,0.38,0,9.74,7.31,1.2,1.04,1.19,1.27,"LandfillTrash, LivestockHorseBurro, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1326_2019-08-16/","No",NA,"No","15C2C154-4E24-4F04-900E-3BDC46B44354","FR-TR-1326_2019-08-16","fe1f8886-164a-4815-aea7-afe583f13320","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.467604499541, 38.2495410468127)
571,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1344_2017-08-15","FR-TR-1344","VAN BOXEL CREEK",2017-08-14,38.295278,-107.489357,38.296063,-107.488958,38.295081,-107.490167,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",52.2,80.4,1.59,0.86,0.65,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,49.5,"CO-EDAS2017 - Biotype 2",NA,304,108.9,141,40.3,45.5,60.2,80.5,NA,9.7,9.68,NA,6,13.6,40,0.25,80,53.333,26.641,NA,NA,NA,2.7,3.6,36,264,93,85,NA,NA,NA,100,NA,95,95,0.23,0.57,-0.36,NA,1.22,132,NA,NA,NA,5.49,3.92,1.71,1.25,7.99,1,"None","None","Absent","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1344_2017-08-15/","No",NA,"No","C75A7237-F052-4AC1-91BA-82AA35562977","FR-TR-1344_2017-08-15","e429174d-3c05-4e6a-93e4-74c8369def31","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.489367509211, 38.2952840515589)
572,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1350_2018-08-22","FR-TR-1350","CUBA GULCH",2018-08-21,37.882044,-107.483523,NA,NA,NA,NA,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2018_FieldSeason.pdf","Partial Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",46.5,91.8,1.72,1.44,1.11,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,17.8,"CO-EDAS2017 - Biotype 2",NA,127,84.4,163,10.4,42.2,190.1,62.7,8.38,8.3,7.32,NA,NA,NA,NA,NA,43,57.333,30.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,89,56,0.47,0.85,-0.32,NA,0.93,129,0.4,0.21,0,5.94,4.34,1.36,1.04,10.9,NA,"None","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1350_2018-08-22/","No",NA,"No","A6E6CA0E-E2DD-4B9D-A641-1F01881D98EE","FR-TR-1350_2018-08-22","406e8aa7-dc98-4f7a-9c49-1faff0435e2b","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.483533464236, 37.8820499956912)
573,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1351_2019-07-25","FR-TR-1351","WILLOW CREEK",2019-07-24,38.50388,-107.120782,38.503213,-107.120651,38.504244,-107.120951,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",2,"SouthernRockies_SmallWadeable",62.2,80,NA,NA,NA,0,95,0,41,NA,"Absent",NA,NA,NA,51.1,"CO-EDAS2017 - Biotype 1",NA,314,218.9,145,106.6,40.2,74.9,125,7.46,12.6,14.08,NA,7,31.18,46.7,0.31,6,3.636,3.023,NA,NA,NA,9,9,22,80,48,37,NA,NA,NA,NA,NA,NA,NA,0.12,0.81,-0.1,2.87,NA,122,0.26,0.28,0,2.54,1.96,1.26,3,2.06,1.28,"RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1351_2019-07-25/","No",NA,"No","75CEADA9-B582-4527-916E-429B10367F9B","FR-TR-1351_2019-07-25","37846f17-8f11-4f30-99c7-5cba31e6f65c","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.120792450753, 38.5038861045073)
574,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","ROYAL GORGE FIELD OFFICE","FR-TR-1357_2017-08-09","FR-TR-1357","CACHE CREEK",2017-08-08,39.043172,-106.269082,39.042783,-106.268512,39.043163,-106.270136,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",2,"SouthernRockies_SmallWadeable",46.3,87.7,1.74,0.93,0.92,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,22,"CO-EDAS2017 - Biotype 2",NA,297,87.8,183.5,13.8,21.9,86,107.6,6.66,19.7,13.66,NA,6,22.53,40,0.43,95,57.576,6.162,NA,NA,NA,43.3,45.7,2,76,9,9,NA,NA,NA,100,NA,92,92,0.14,0.36,-0.49,NA,1.23,127,NA,NA,NA,2.58,2.58,1.58,2.01,4.85,1.02,"RoadRailroadCulvert","Major","Common","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1357_2017-08-09/","No",NA,"No","75B54515-0A28-4CE2-99FF-AC5C08CD88F0","FR-TR-1357_2017-08-09","66e91ccb-37a5-47eb-b813-70b2f8ef4caf","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.269092320586, 39.0431782355559)
575,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1392_2019-08-14","FR-TR-1392","SLATE RIVER",2019-08-13,38.901689,-107.019164,38.899831,-107.018029,38.903064,-107.020755,512,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",3,"SouthernRockies_LargeWadeable",0,48.2,NA,NA,NA,0,95,0,81,NA,"Absent",NA,NA,NA,69.8,"CO-EDAS2017 - Biotype 1",NA,155,55.7,168,0,14.3,97.4,161,7.31,14,11.48,NA,5,59.38,9.8,1.94,12,2.344,0.306,NA,NA,NA,7.8,7.8,22,65,40,32,NA,NA,NA,NA,NA,NA,NA,0.24,0.45,-0.51,1.27,NA,120,0.56,0.52,0,27.35,26.23,3,3,0.42,1.19,"LivestockHorseBurro, LoggingOperations, Recreation, RoadRailroadCulvert","None","Absent","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1392_2019-08-14/","No",NA,"No","78FF064F-F973-40AC-A3A6-1F9D8DE0210C","FR-TR-1392_2019-08-14","0693b092-e0f6-455c-b2ba-2368a76a76f9","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.019174472174, 38.901695165164)
576,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","SAN LUIS VALLEY FIELD OFFICE","FR-TR-1395_2018-09-19","FR-TR-1395","Swindinski Creek",2018-09-18,38.40511,-106.015683,38.404706,-106.015903,38.405784,-106.01523,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2018_FieldSeason.pdf","Interrupted Flow","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",85.6,94.7,2.26,1.71,1.13,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,27.8,"CO-EDAS2017 - Biotype 2",NA,324,108.7,197,13,20.6,37.5,175.8,7.74,10.5,11.68,NA,2,0.87,13.3,0.12,54,36,7.272,NA,NA,NA,91.6,92.1,1,2,1,1,NA,NA,NA,71,NA,57,52,0.23,0.45,-0.5,1.83,0.95,146,NA,0.04,1.3,1.76,0.48,1.15,1.53,11.85,1.12,"None","None","Rare","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1395_2018-09-19/","No",NA,"No","D3DA424E-4F26-448F-B5EF-D1B3FE195099","FR-TR-1395_2018-09-19","9564deb4-eb81-45da-bb1e-83af8d272c40","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.015693193793, 38.4051161644711)
577,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","ROYAL GORGE FIELD OFFICE","FR-TR-1400_2019-07-09","FR-TR-1400","LITTLE TURKEY CREEK",2019-07-08,38.686496,-104.936187,38.685846,-104.936068,38.68715,-104.935961,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",30.4,45.3,NA,NA,NA,0,NA,0,96,NA,"Absent",NA,NA,NA,30.9,"CO-EDAS2017 - Biotype 2",NA,307,360.3,155,22.2,16.8,92.3,121,6.96,9.6,11.58,NA,3,6.73,20,0.24,2,1.333,0.242,NA,NA,NA,70,72.7,1,31,2,3,NA,NA,NA,NA,NA,NA,NA,0.18,0.34,-0.57,1.67,NA,113,0.46,0.11,0,1.26,0.78,2.72,1.21,2.46,1.03,"LivestockHorseBurro, PastureHayFence","None","Absent","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1400_2019-07-09/","No",NA,"No","221F0CED-7CE6-49C7-80BC-51B7F2F363D0","FR-TR-1400_2019-07-09","b67d1cff-8920-4b59-b660-542a5967ee6b","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-104.936196978351, 38.6865022753771)
578,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1408_2017-08-17","FR-TR-1408","DEVILS CREEK",2017-08-16,38.129148,-107.265882,38.128642,-107.266614,38.12938,-107.265363,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",77,93.8,2.5,1.43,0.87,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,74.7,"CO-EDAS2017 - Biotype 1",NA,320,195.2,181.5,72,48.4,60.9,81.6,7.1,5.6,11.29,NA,2,3.33,13.3,0.29,16,10.667,3.564,NA,NA,NA,0,1,33,216,98,89,NA,NA,NA,100,NA,78,78,0.23,0.47,-0.47,NA,1.38,120,NA,NA,NA,2.15,2.02,3,2.45,14.03,1.1,"LandfillTrash","None","Absent","Absent","Present","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1408_2017-08-17/","No",NA,"No","DD581304-6F7E-411E-AC4E-4F079778B407","FR-TR-1408_2017-08-17","dc64d7e8-b182-4ad7-a0ab-c34f20dd3713","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.265892442497, 38.1291540437958)
579,"CO_RockyMountainDO","CO","ROCKY MOUNTAIN DISTRICT OFFICE","ROYAL GORGE FIELD OFFICE","FR-TR-1413_2019-07-11","FR-TR-1413","IOWA GULCH",2019-07-10,39.222843,-106.192689,39.222627,-106.193498,39.223169,-106.19206,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",8.3,27.5,NA,NA,NA,0,NA,32,0,NA,"Absent",NA,NA,NA,52.3,"CO-EDAS2017 - Biotype 2",NA,27,311.3,160.7,4.2,5,132.2,141.6,8.17,2.3,7.62,NA,3,5.73,20,0.4,0,0,0,NA,NA,NA,2.9,4.3,23,150,59,53,NA,NA,NA,NA,NA,NA,NA,0.39,1.21,-0.04,2.19,NA,129,0.22,0.3,0,8.71,3.18,1.19,3,8.4,1.09,"LandfillTrash, Mining, Pipes, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1413_2019-07-11/","No",NA,"No","B09B4591-F59B-42DA-B5AA-76D7B6CFCB20","FR-TR-1413_2019-07-11","ce32c9fa-632f-4576-9520-2fbd1cb93cc8","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-106.192699323668, 39.2228492652597)
580,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1425_2019-07-27","FR-TR-1425","MIDDLE BLUE CREEK",2019-07-26,38.271365,-107.374987,38.271371,-107.375491,38.271202,-107.374303,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf","Partial Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",42.6,87.1,NA,NA,NA,0,50,0,100,NA,"Absent",NA,NA,NA,35.6,"CO-EDAS2017 - Biotype 2",NA,299,383.6,172,59,40.5,60.1,161,6.53,8.9,11.11,NA,6,11.06,40,0.29,0,0,0,NA,NA,NA,77.6,77.6,1,14,1,2,NA,NA,NA,NA,NA,NA,NA,0.11,0.26,-0.61,1.65,NA,128,0.7,0.12,0,0.69,0.45,3,3,1.93,NA,"LoggingOperations, RoadRailroadCulvert","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1425_2019-07-27/","No",NA,"No","C7EB5997-0038-4374-9BDF-F77106B64278","FR-TR-1425_2019-07-27","5e94b991-1d69-48c2-9225-a89e8b722785","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.374997481585, 38.2713710559397)
581,"CO_RockyMountainDO","CO","SOUTHWEST DISTRICT OFFICE","GUNNISON FIELD OFFICE","FR-TR-1433_2018-09-11","FR-TR-1433","GRIZZLY GULCH CREEK",2018-09-10,37.932587,-107.468195,37.932865,-107.467643,37.932216,-107.468839,150,"Wadeable","http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2018_FieldSeason.pdf","Full Reach","Targeted",NA,"NA",1,"SouthernRockies_SmallWadeable",69.4,86.6,1.92,1.26,0.82,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,67.1,"CO-EDAS2017 - Biotype 2",NA,329,200.5,182.2,9.6,32.6,262.3,61.7,7.85,6.3,7,NA,9,13.67,60,0.28,22,14.667,5.915,NA,NA,NA,9,11.4,12,256,63,52,NA,NA,NA,55,NA,55,36,0.3,0.63,-0.36,1.62,0.88,126,0.4,0.2,0,3.72,2.4,1.72,2.52,13.48,1.18,"None","None","Absent","Absent","Absent","https://gis.blm.doi.net/attachments/AIM/Lotic/CO/FR-TR-1433_2018-09-11/","No",NA,"No","F58ED452-48EE-418E-AE19-9A78EF1DB9A0","FR-TR-1433_2018-09-11","01945a90-442f-48ff-9673-b329b3341fde","mrock@blm.gov_BLM_EGIS","1646781443104","mrock@blm.gov_BLM_EGIS","1646781443104",c(-107.468205466157, 37.9325930036108)
