"SITE_ID","YEAR","VISIT_NO","W1H_WALL","W1H_PVMT","W1H_ROAD","W1H_PIPE","W1H_LDFL","W1H_PARK","W1H_CROP","W1H_PSTR","W1H_LOG","W1H_MINE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","S_LDMB_BW5","LDMB_BW4","LRBS_BW6","S_LRBS_BW6","LRBS_BW5","S_LRBS_BW5","LRBS_BW4","DCBF_G08","LDCBF_G08","LRBS_G08","REACHLEN","XSLOPE","XDEPTH","INTERVAL","TOTCHLEN","NRP","SEGMENTS","RPGT50","RPGT75","RPGT100","RPMXLEN","RPMXDEP","RPMXWID","RPMXAR","RPMXVOL","RPXWID","RPXDEP","RPXLEN","RPXAREA","RPXVOL","RPVDEP","RPVLEN","RPVAREA","TOTPLEN","AREASUM","TOTPVOL","TOTSDLEN","TOTDPLEN","TOTUPLEN","TOTDPSDL","TOTUPSDL","TOTPLENC","AREASUMC","TOTPVOLC","TOTSDLNC","RPGT05","RPGT05X","RPGT10","RPGT10X","RPGT20","RPGT20X","PCTRCHRP","PCTRSED","PCTCHARP","PCTCHASD","PCTPSED","PCTDSED","PCTUSED","RP100","RPV100R","RP100C","RPV100C","S_RP100","PCT_GF","PCT_RS","PCT_OT","PCT_FN","PCT_OM","PCT_SA","PCT_RR","PCT_GC","PCT_CB","PCT_WD","PCT_HP","PCT_BL","PCT_RC","PCT_SB","PCT_XB","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","N","LSUBD_SD","LSUB_D75","LSUB_D50","LSUB_D25","LSUB_IQR","LSUB_D16","LSUB_D84","N_NOR","LSUB_DMM_NOR","SUB_DMM_NOR","LSUBD_SD_NOR","SUBD_SD_NOR","LSUB2DMM","LSUBD2SD","LSUB2D75","LSUB2D50","LSUB2D25","LSUB2IQR","LSUB2D16","LSUB2D84","LSUB2DMM_NOR","SUB2DMM_NOR","LSUBD2SD_NOR","SUBD2SD_NOR","LSUB2D16INOR","LSUB2D50INOR","LSUB2D84INOR","DGM","D16","D50","D84","NC","NS","C1W","C2W","C3W","C4W","C5W","C1D","C2D","C3D","C4D","C5D","V1W","V2W","V3W","V4W","V5W","V1D","V2D","V3D","V4D","V5D","C1T","C2T","C3T","C4T","C5T","V1T","V2T","V3T","V4T","V5T","C1W_MSQ","C2W_MSQ","C3W_MSQ","C4W_MSQ","C5W_MSQ","V1W_MSQ","V2W_MSQ","V3W_MSQ","V4W_MSQ","V5W_MSQ","C1WM100","C2WM100","C3WM100","C4WM100","C5WM100","V1WM100","V2WM100","V3WM100","V4WM100","V5WM100","C1DM100","C2DM100","C3DM100","C4DM100","C5DM100","V1DM100","V2DM100","V3DM100","V4DM100","V5DM100","C1TM100","C2TM100","C3TM100","C4TM100","C5TM100","V1TM100","V2TM100","V3TM100","V4TM100","V5TM100","RCHWSDSL","RCHWSDML","RCHWSDLL","RCHWMDSL","RCHWMDML","RCHWMDLL","RCHWLDSL","RCHWLDML","RCHWLDLL","RCHWXDSL","RCHWXDML","RCHWXDLL","RCHDSDSL","RCHDSDML","RCHDSDLL","RCHDMDSL","RCHDMDML","RCHDMDLL","RCHDLDSL","RCHDLDML","RCHDLDLL","RCHDXDSL","RCHDXDML","RCHDXDLL","RCHTSDSL","RCHTSDML","RCHTSDLL","RCHTMDSL","RCHTMDML","RCHTMDLL","RCHTLDSL","RCHTLDML","RCHTLDLL","RCHTXDSL","RCHTXDML","RCHTXDLL","RCHWETT","RCHDRYT","RCHWDT","LWDWV33","LWDDV33","LWDTV33","LWDWVCAL","LWDDVCAL","LWDTVCAL","SMWETDIA","MDWETDIA","LGWETDIA","XLWETDIA","SMDRYDIA","MDDRYDIA","LGDRYDIA","XLDRYDIA","SMDIATOT","MDDIATOT","LGDIATOT","XLDIATOT","SHWETLEN","MDWETLEN","LGWETLEN","SHDRYLEN","MDDRYLEN","LGDRYLEN","SHLENTOT","MDLENTOT","LGLENTOT","VSLOPE","NSLP","TOTEAST","TOTNORTH","N_XTOT","N_YTOT","FISH_D","TRANSPC","LOCMETHOD","CROWS_D","SINU","XBEARING","N_D","SDDEPTH","N_W","XWIDTH","SDWIDTH","N_WD","N_WDR","N_BFRAT","XWXD","XWD_RAT","BFWD_RAT","SDWXD","SDWD_RAT","PCT_DR","PCT_PD","PCT_GL","PCT_PL","PCT_RI","PCT_CA","PCT_RA","PCT_PT","PCT_PB","PCT_PP","PCT_FA","PCT_P","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SUB","PCT_SIDE","SAMPLED" 
"WORP99-0748",2001,1,0,0,0.80305,0,0.0681818182,0.0303045455,0,0,0,0,-1.153671725,0.6969381458,-1.850609871,0.8502435208,0.8262173518,0.7484635588, , ,-2.003915246,-1.979889077,-1.902135284,5.3711619757,0.7300682494,-1.883739975,148.5,0.205,35.44,1.5,148.5,10,0,2,1,0,40.5,93.229375,3.7982337963,11.31355348,9.874195816,1.3624653457,21.306032039,13.35,2.7936206605,2.6305700761,18.26308419,13.864523071,3.9587078196,133.5,27.936206605,26.305700761,89,63,69,63,69,133.5,27.936206605,26.305700761,89,7,37.437403976,5,49.869240566,5,49.869240566,89.898989899,59.932659933,89.898989899,59.932659933,66.666666667,100,100,18.81226034,17.714276606,18.81226034,17.714276606,21.527083858,0.9523809524,0,0,48.571428571,0,42.857142857,0,0,0.9523809524,3.8095238095,0,2.8571428571,0, , ,91.428571429,92.380952381,3.8095238095,0,3.8095238095,101,1.1591068147,-0.460409579,-2.110922507,-2.110922507,1.6505129279,-2.110922507,-0.460409579,101,-1.153671725,31.169607881,1.1591068147,170.81894314, , , , , , , , , , , , , , , , , , , ,10,10,9,9,4,3,0,3,2,1,0,0,22.027,22.027,20.362,19.32,0,1.282,1.224,1.042,0,0,12,11,5,3,0,23.309,23.251,21.404,19.32,0,0.0144927536,0.0144927536,0.0064412238,0.0048309179,0,0.0354702093,0.0354702093,0.0327890499,0.0311111111,0,6.0606060606,6.0606060606,2.6936026936,2.0202020202,0,14.832996633,14.832996633,13.711784512,13.01010101,0,2.0202020202,1.3468013468,0.6734006734,0,0,0.8632996633,0.8242424242,0.7016835017,0,0,8.0808080808,7.4074074074,3.367003367,2.0202020202,0,15.696296296,15.657239057,14.413468013,13.01010101,0,0,0,0,5,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,5,2,0,0,1,1,0,1,0,9,3,12,22.027,1.282,23.309,17.2039,0.828,18.0319,0,6,2,1,2,1,0,0,2,7,2,1,5,3,1,1,2,0,6,5,1,0.3933121463,10,-20.67916711,122.63127153,10,10,150,15,"NONE",124.36260173,1.2061503854,350.42832738,100,20.263077832,20,2.815,0.8517937729,20,20,10,0.99185,10.882369536,5.531765718,0.6110436521,8.1773404748,0,0,8,23,0,0,0,68,1,0,0,0,0,100,92,0,0,0,"YES" 
"WORP99-0762",2001,1,0,0,0.33335,0,0,0,0,1.0454545455,0,0,1.2547722461,0.9252306751,0.329541571,1.8663436597,1.8525856339,1.8605260416, , ,-0.611571414,-0.597813388,-0.605753795,94.713220727,1.9764106051,-0.721638359,223.5,2.29,5.3666666667,1.5,223.5,15,0,0,0,0,12,26.72875,4.0569618056,1.869075,1.2494179667,1.1095708776,10.266547619,4.2,0.431195,0.293867231,8.2260040755,3.7692363759,0.6265823134,63,6.467925,4.1141412339,40,24,39,22.5,37.5,63,6.467925,4.1141412339,40,7,17.444107143,5,21.845,4,23.3353125,28.187919463,17.897091723,28.187919463,17.897091723,63.492063492,93.75,96.153846154,2.8939261745,1.8407790756,2.8939261745,1.8407790756,4.3551897596,3.8095238095,0,2.8571428571,11.428571429,0,7.619047619,0,30.476190476,28.571428571,2.8571428571,0,12.380952381,0, , ,19.047619048,22.857142857,71.428571429,0,2.8571428571,99,1.5105641857,2.1020561926,1.5051499783,1.5051499783,0.5969062143,-0.460409579,2.1020561926,99,1.2547722461,180.24436194,1.5105641857,324.14052122, , , , , , , , , , , , , , , , , , , ,10,10,17,0,0,0,0,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.986,0,0,0,0,0.0134949845,0,0,0,0,0.0007827091,0,0,0,0,7.6062639821,0,0,0,0,0.441163311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6062639821,0,0,0,0,0.441163311,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0.986,0,0.986,0.8993,0,0.8993,17,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0,0,1.1349987763,10,139.41629043,135.24506479,10,10,225,22.5,"NONE",194.23730225,1.1583768792,45.870074602,150,8.4340446774,20,1.415,2.2490407312,20,11,5,0.10575,110.56274204,9.8505506199,0.1620188017,279.01557289,41.333333333,0,0,0,18,0,0,40.666666667,0,0,0,0,18,40.666666667,40.666666667,41.333333333,0,90,"YES" 
"WORP99-0768",2001,1,0,0,0.33335,0.0454545455,0.3257681818,0,0,0.9090909091,0.0909090909,0,0.9285155199,1.3352401974,-0.406724678,1.8512056452,1.8508885668,1.8493061864, , ,-0.922690125,-0.922373047,-0.920790667,110.26938742,2.0424549619,-1.113939442,178.2,1.35,23.4,1.8,178.2,22,0,0,0,0,16.2,37.5885,2.4238101724,3.040965,2.786568376,0.7550773824,6.5917318841,5.6454545455,0.3721332273,0.261390507,8.0055737613,4.3134040554,0.6750197853,124.2,8.186931,5.4892006478,64,46.8,75.6,45,68.4,124.2,8.186931,5.4892006478,64,11,12.058909091,5,18.106,1,37.5885,69.696969697,35.914702581,69.696969697,35.914702581,51.52979066,96.153846154,90.476190476,4.5942373737,3.0803595105,4.5942373737,3.0803595105,4.6502653705,5.7142857143,0.9523809524,17.142857143,9.5238095238,0,17.142857143,0,20.952380952,18.095238095,1.9047619048,0,8.5714285714,0, , ,26.666666667,32.380952381,48.571428571,0.9523809524,1.9047619048,85,1.5712001454,2.1020561926,1.5051499783,-0.460409579,2.562465772,-0.460409579,2.1020561926,84,0.8948957225,144.61386,1.5495743496,302.00156968, , , , , , , , , , , , , , , , , , , ,10,10,2,1,1,0,0,0,0,0,0,0,1.1,1.042,1.042,0,0,0,0,0,0,0,2,1,1,0,0,1.1,1.042,1.042,0,0,0.0019944554,0.0009972277,0.0009972277,0,0,0.0010969505,0.0010391113,0.0010391113,0,0,1.1223344557,0.5611672278,0.5611672278,0,0,0.6172839506,0.5847362514,0.5847362514,0,0,0,0,0,0,0,0,0,0,0,0,1.1223344557,0.5611672278,0.5611672278,0,0,0.6172839506,0.5847362514,0.5847362514,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1.1,0,1.1,0.6723,0,0.6723,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0.474341649,10,-139.9518784,45.568101686,10,10,180,18,"NONE",147.18349144,1.222963243,288.03516074,100,8.1451479019,20,3.685,0.7955633555,20,20,10,0.82235,17.750264327,7.9509364192,0.2900470515,6.5622938834,0,0,16,0,79,0,0,5,0,0,0,0,79,21,5,0,0,0,"YES" 
"WORP99-0769",2001,1,0,0,0,0,0,0,0,0,0,0,0.1321076082,1.2785830116,-1.146475403,1.4670715268,1.43034383,1.2893529203, , ,-1.334963919,-1.298236222,-1.157245312,22.33547687,1.3489952292,-1.216887621,149,1.865,14.866666667,1,149,25,0,2,1,1,13,123.41375,1.4,2.3768875,0.955353487,0.6292777573,10.618647727,4.4,0.4652205,0.1638055488,17.093637778,3.2145502537,0.616881775,110,11.6305125,3.931333172,70,49,60,31,38,110,11.6305125,3.931333172,70,20,23.67575,14,30.559017857,5,58.993,73.825503356,46.979865772,73.825503356,46.979865772,63.636363636,63.265306122,63.333333333,7.8057130872,2.6384786389,7.8057130872,2.6384786389,9.6664161107,29.523809524,0,16.19047619,17.142857143,0,14.285714286,0,18.095238095,1.9047619048,2.8571428571,0,0,0, , ,31.428571429,60.952380952,20,0,2.8571428571,85,1.3422751987,0.7525785016,0.7525785016,-0.460409579,1.212988081,-2.110922507,1.5051499783,85,0.1321076082,12.255052682,1.3422751987,21.735263328, , , , , , , , , , , , , , , , , , , ,10,10,17,4,1,1,0,31,18,11,1,0,8.439,7.685,6.988,6.988,0,15.1,14.346,12.921,2.501,0,48,22,12,2,0,23.539,22.031,19.909,9.489,0,0.0506061918,0.0119073393,0.0029768348,0.0029768348,0,0.025121509,0.0228769755,0.0208021217,0.0208021217,0,11.409395973,2.6845637584,0.6711409396,0.6711409396,0,5.6637583893,5.1577181208,4.6899328859,4.6899328859,0,20.805369128,12.080536913,7.3825503356,0.6711409396,0,10.134228188,9.6281879195,8.6718120805,1.6785234899,0,32.214765101,14.765100671,8.0536912752,1.3422818792,0,15.797986577,14.78590604,13.361744966,6.3684563758,0,13,2,0,1,0,0,0,0,1,0,0,0,13,6,0,1,10,1,0,0,0,0,0,0,26,8,0,2,10,1,0,0,1,0,0,0,17,31,48,8.439,15.1,23.539,3.7279,9.534,13.2619,15,1,1,0,19,12,0,0,34,13,1,0,14,2,1,14,16,1,28,18,2,1.8496320956,10, , ,0,0, ,15,"NONE", , , ,150,15.399235868,20,1.47,0.5667079448,20,20,10,0.1895,14.447537879,7.2337722537,0.1401200613,9.1606906353,0,0,51.333333333,1.3333333333,33.333333333,0.6666666667,0,9.3333333333,0,4,0,0,34,66,14.666666667,0,0,3.4013605442,"YES" 
"WORP99-0775",2001,1,0,0,0.33335,0,0,0,0,0.6667,0.6667,0,0.2972175478,1.0273928476,-0.7301753,1.9069634092,1.912537151,0.9069634092, , ,-1.609745861,-1.615319603,-0.609745861,142.63947464,2.1542397306,-1.857022183,149,3.2,4.8590604027,1,149,39,0,0,0,0,6,16.24,0.9144594889,0.292,0.1155871734,0.339652713,3.4340555426,2.3333333333,0.0775487179,0.0193210263,3.2604169216,1.4926721594,0.0917112255,91,3.0244,0.7148779723,83,37,53,32,50,91,3.0244,0.7148779723,83,16,8.5436908986,5,11.355810876,0,0,61.073825503,55.704697987,61.073825503,55.704697987,91.208791209,86.486486486,94.339622642,2.0297986577,0.479783874,2.0297986577,0.479783874,1.5541620822,10.476190476,0,2.8571428571,20,0,16.19047619,0,19.047619048,15.238095238,14.285714286,0,1.9047619048,0, , ,36.19047619,46.666666667,36.19047619,0,14.285714286,87,1.6344117103,1.5051499783,0.7525785016,-0.460409579,1.9655595578,-2.110922507,2.1020561926,87,0.2972175478,54.392155586,1.6344117103,153.23790196, , , , , , , , , , , , , , , , , , , ,10,10,15,7,2,1,1,12,10,5,0,0,26.39,25.926,23.662,22.62,22.62,8.663,8.547,7.184,0,0,27,17,7,1,1,35.053,34.473,30.846,22.62,22.62,0.0532395457,0.0248451213,0.0070986061,0.003549303,0.003549303,0.0936661074,0.0920192308,0.0839836087,0.0802852349,0.0802852349,10.067114094,4.6979865772,1.3422818792,0.6711409396,0.6711409396,17.711409396,17.4,15.880536913,15.181208054,15.181208054,8.0536912752,6.711409396,3.355704698,0,0,5.8140939597,5.7362416107,4.8214765101,0,0,18.120805369,11.409395973,4.6979865772,0.6711409396,0.6711409396,23.525503356,23.136241611,20.702013423,15.181208054,15.181208054,8,0,0,4,1,0,1,0,0,0,0,1,2,2,0,3,4,0,0,0,0,1,0,0,10,2,0,7,5,0,1,0,0,1,0,1,15,12,27,26.389,8.663,35.052,30.6159,13.931,44.5469,8,5,1,1,4,7,0,1,12,12,1,2,13,1,1,6,6,0,19,7,1,1.1595018087,10,-100.4634178,64.502150435,10,10,150,15,"NONE",119.38771177,1.2564107125,302.70233248,149,3.9181147808,20,0.895,0.2543826376,20,20,10,0.042,34.562085137,3.3835905854,0.0319473251,29.915072942,0,25.503355705,48.993288591,0,24.832214765,0,0,0.6711409396,0,0,0,0,24.832214765,75.167785235,26.174496644,0,0,0,"YES" 
"WORP99-0780",2001,1,0,0,0,0,0,0,0,0,0,0,2.494674298,1.7887382256,0.7059360724,2.1031346031,2.0779948134,2.0934566966, , ,0.3915396949,0.4166794846,0.4012176014,178.89608619,2.2526008394,0.2420734586,158.4,2.87,31.272727273,1.6,158.4,15,0,1,1,1,30.4,119.6,6.1968648649,11.50016,18.789913529,2.2473113235,17.343922658,8.1066666667,1.3800997163,2.0543735176,23.983170347,8.7105409596,2.9324825967,121.6,20.701495744,30.815602765,40,57.6,62.4,30.4,32,121.6,20.701495744,30.815602765,40,11,25.846785273,10,27.8654638,3,57.258212667,76.767676768,25.252525253,76.767676768,25.252525253,32.894736842,52.777777778,51.282051282,13.069126101,19.454294675,13.069126101,19.454294675,16.696816397,0.9523809524,0,0,1.9047619048,0,0,19.047619048,17.142857143,30.476190476,0,0,30.476190476,0, , ,1.9047619048,2.8571428571,97.142857143,19.047619048,0,105,1.0182628,3,2.1020561926,2.1020561926,0.8979438074,1.5051499783,3.7525785016,85,2.1986968383,430.93355755,0.904622152,446.48945365, , , , , , , , , , , , , , , , , , , ,10,10,5,4,4,2,0,0,0,0,0,0,7.554,7.496,7.496,5.412,0,0,0,0,0,0,5,4,4,2,0,7.554,7.496,7.496,5.412,0,0.0032299742,0.0025839793,0.0025839793,0.0012919897,0,0.004879845,0.0048423773,0.0048423773,0.003496124,0,3.1565656566,2.5252525253,2.5252525253,1.2626262626,0,4.7689393939,4.7323232323,4.7323232323,3.4166666667,0,0,0,0,0,0,0,0,0,0,0,3.1565656566,2.5252525253,2.5252525253,1.2626262626,0,4.7689393939,4.7323232323,4.7323232323,3.4166666667,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,5,0,5,7.554,0,7.554,4.5707,0,4.5707,1,3,1,0,0,0,0,0,1,3,1,0,1,3,1,0,0,0,1,3,1,2.0623880441,10,-156.8506346,-2.809923147,10,10,160,16,"NONE",156.87580193,1.019915105,268.97367189,99,25.567365272,20,6.71,2.5521714181,20,20,10,1.8264,32.300485605,13.389529826,1.7692946082,21.385172717,0,0,22,0,62,0,3,0,1,12,0,0,65,35,13,0,0,0,"YES" 
"WORP99-0787",2001,1,0,0,0,0,0,0,0,0,0,0,0.9656785366,1.7551159606,-0.789437424,1.9845477653,1.9978955529,1.7331922868, , ,-1.018869229,-1.032217016,-0.76751375,111.8706593,2.0487161976,-1.083037661,198,2.78,29.88,2,198,20,0,0,0,0,20,46.489366471,7.2377407406,2.280311306,4.3895234761,1.5701384138,10.889235163,7.2,0.7516455653,0.7837911788,10.114306107,5.4056500656,0.75351122,144,15.032911306,15.675823576,26,62,80,14,36,144,15.032911306,15.675823576,26,14,20.639954748,13,21.478412805,5,31.607873294,72.727272727,13.131313131,72.727272727,13.131313131,18.055555556,22.580645161,45,7.5923794475,7.9170826143,7.5923794475,7.9170826143,6.010663984,2.8571428571,0,0,11.428571429,0,26.666666667,0,15.238095238,21.904761905,1.9047619048,0,20,0, , ,38.095238095,40.952380952,57.142857143,0,1.9047619048,103,1.6917668125,2.1020561926,1.5051499783,-0.460409579,2.562465772,-0.460409579,3,103,0.9656785366,237.35954497,1.6917668125,390.84502351, , , , , , , , , , , , , , , , , , , ,10,10,98,73,45,17,1,53,50,30,14,1,124.226,122.776,115.727,91.987,22.62,105.412,105.238,97.541,83.285,22.62,151,123,75,31,2,229.638,228.014,213.268,175.272,45.24,0.0501792115,0.0373783922,0.0230414747,0.0087045571,0.0005120328,0.0636077829,0.0628653354,0.0592560164,0.0471003584,0.0115821813,49.494949495,36.868686869,22.727272727,8.5858585859,0.5050505051,62.74040404,62.008080808,58.447979798,46.458080808,11.424242424,26.767676768,25.252525253,15.151515152,7.0707070707,0.5050505051,53.238383838,53.150505051,49.263131313,42.063131313,11.424242424,76.262626263,62.121212121,37.878787879,15.656565657,1.0101010101,115.97878788,115.15858586,107.71111111,88.521212121,22.848484848,25,23,9,3,19,6,2,5,3,0,2,1,3,9,4,7,12,4,4,3,6,0,0,1,28,32,13,10,31,10,6,8,9,0,2,2,98,53,151,124.225,105.411,229.636,98.6166,69.9168,168.5334,57,28,10,3,16,23,13,1,73,51,23,4,30,49,19,14,24,15,44,73,34,1.2318008497,10,-170.8572427,68.306512888,10,10,200,20,"NONE",184.00537239,1.0869247859,291.79088712,100,11.259366471,20,5.635,2.0303681284,20,20,8,1.69625,20.097767373,15.098343916,1.0469338628,9.3176831175,0,0,9,0,81,3,5,0,0,2,0,0,89,11,2,0,0,7,"YES" 
"WORP99-0792",2001,1,0,0,0.33335,0,0,0,0,1.5,0,0,-2.110922507,1.2313873114,-3.342309819,1.8798131666,1.8862856059,1.8737959615, , ,-3.990735674,-3.997208113,-3.984718469,59.920829068,1.7775778137,-3.888500321,149,2.41,10.32,1,149,34,0,0,0,0,9,14.555,0.8970868056,0.604875,0.1189028127,0.3261701333,3.9278332601,2.8235294118,0.1091721714,0.0238453453,2.8433757776,2.367335649,0.135690362,96,3.7118538264,0.763051048,96,38,57,38,57,96,3.7118538264,0.763051048,96,14,7.8999364522,3,12.09137011,0,0,64.429530201,64.429530201,64.429530201,64.429530201,100,100,100,2.4911770647,0.5121147973,2.4911770647,0.5121147973,1.8015259133,0,0,0,91.428571429,0,0,0,0,0,8.5714285714,0,0,0, , ,91.428571429,91.428571429,0,0,8.5714285714,96,0,-2.110922507,-2.110922507,-2.110922507,0,-2.110922507,-2.110922507,96,-2.110922507,0.007746,0,0, , , , , , , , , , , , , , , , , , , ,10,10,5,1,0,0,0,6,0,0,0,0,0.565,0.333,0,0,0,0.348,0,0,0,0,11,1,0,0,0,0.913,0.333,0,0,0,0.0035255732,0.0007051146,0,0,0,0.0003983898,0.0002348032,0,0,0,3.355704698,0.6711409396,0,0,0,0.3791946309,0.2234899329,0,0,0,4.0268456376,0,0,0,0,0.233557047,0,0,0,0,7.3825503356,0.6711409396,0,0,0,0.6127516779,0.2234899329,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,5,6,11,0.565,0.348,0.913,0.4742,0.3174,0.7916,4,1,0,0,6,0,0,0,10,1,0,0,5,0,0,6,0,0,11,0,0,1.3884043599,10,-132.9632502,-30.71331479,10,10,150,15,"NONE",136.46440415,1.0991877401,256.9933145,150,4.2066103302,20,1.2,0.50262469,20,20,9,0.12195,14.416341991,20.095916073,0.0471564864,12.041409548,0,0,55.333333333,0,44,0,0,0,0,0.6666666667,0,0,44,56,0.6666666667,0,0,0,"YES" 
"WORP99-0794",2001,1,0.1969727273,0,0.4469772727,0,0,0.0303045455,0,1.5,0,0,0.9229993377,1.3523568089,-0.429357471,1.9793003319,1.9829837289,1.9793003319, , ,-1.056300994,-1.059984391,-1.056300994,186.66941542,2.2710731674,-1.34807383,356.4,0.87,37.77,3.6,356.4,11,0,0,0,0,68.4,45.495,4.3839,13.6494,18.852718083,2.3215678792,14.980893111,24.872727273,3.69918,5.6290463222,9.325968688,21.203636052,4.5723144917,273.6,40.69098,56.290463222,70,122.4,147.6,111.6,136.8,273.6,40.69098,56.290463222,70,9,22.213652942,8,23.96,5,31.095,76.767676768,19.640852974,76.767676768,19.640852974,25.584795322,91.176470588,92.682926829,11.417222222,15.7941816,11.417222222,15.7941816,10.054530146,7.619047619,0,0,24.761904762,0,2.8571428571,0,16.19047619,33.333333333,0,0,15.238095238,0, , ,27.619047619,35.238095238,64.761904762,0,0,105,1.882959662,2.1020561926,1.5051499783,-0.460409579,2.562465772,-2.110922507,2.1020561926,105,0.9229993377,200.16805549,1.882959662,344.88840549, , , , , , , , , , , , , , , , , , , ,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5755190894,10,-164.0539477,-284.7110629,10,10,360,36,"NONE",328.59410693,1.095576556,209.95105756,100,14.012876474,20,7.265,1.6927943264,20,20,10,2.6838,22.292272547,11.584165391,0.9841368433,10.498664222,0,0,42,0,56,0,2,0,0,0,0,0,58,42,0,0,0,52,"YES" 
"WORP99-0800",2001,1,0,0.0303045455,0.3787954545,0,0,0,0,0,0,0.0681818182,0.5710130438,1.6160282895,-1.045015246,2.0489831002,2.0704290287,2.0223813985, , ,-1.477970056,-1.499415985,-1.451368355,104.16091785,2.0177047982,-1.446691754,149,3.425,17.606666667,1,149,27,0,0,0,0,9,32.1425,2.682625,0.88665,0.7487315551,0.859167072,8.3696318033,4.0740740741,0.3390018282,0.2021541867,6.7583853549,2.3521827167,0.2495481946,110,9.1530493627,5.2560088548,72,47,63,31,41,110,9.1530493627,5.2560088548,72,23,16.167426613,19,18.192674321,7,24.795714286,73.825503356,48.322147651,73.825503356,48.322147651,65.454545455,65.957446809,65.079365079,6.1429861495,3.5275227214,6.1429861495,3.5275227214,3.7277500862,13.333333333,0,0,20.952380952,0,17.142857143,0,21.904761905,7.619047619,2.8571428571,0,16.19047619,0, , ,38.095238095,51.428571429,45.714285714,0,2.8571428571,102,1.7715408927,1.5051499783,0.7525785016,-0.460409579,1.9655595578,-2.110922507,3,102,0.5710130438,184.64237639,1.7715408927,367.95573344, , , , , , , , , , , , , , , , , , , ,10,10,10,5,1,1,0,0,0,0,0,0,5.132,4.842,2.911,2.911,0,0,0,0,0,0,10,5,1,1,0,5.132,4.842,2.911,2.911,0,0.0188330366,0.0094165183,0.0018833037,0.0018833037,0,0.0096651144,0.0091189563,0.0054822969,0.0054822969,0,6.711409396,3.355704698,0.6711409396,0.6711409396,0,3.444295302,3.2496644295,1.9536912752,1.9536912752,0,0,0,0,0,0,0,0,0,0,0,6.711409396,3.355704698,0.6711409396,0.6711409396,0,3.444295302,3.2496644295,1.9536912752,1.9536912752,0,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,1,0,0,0,0,10,0,10,5.132,0,5.132,3.6834,0,3.6834,5,3,2,0,0,0,0,0,5,3,2,0,9,1,0,0,0,0,9,1,0,0.9826975346,10,-113.3220814,-8.704451182,10,10,150,15,"NONE",113.65589124,1.3197732063,265.60763927,150,7.9612287564,20,2.43,1.0712019811,20,20,10,0.3803,18.664546859,6.9852050565,0.2019364413,11.663612899,0,4.6666666667,20.666666667,4.6666666667,46,2.6666666667,1.3333333333,10,0,10,0,0,50,50,29.333333333,0,0,6,"YES" 
