"SITE_ID","YEAR","VISIT_NO","INDEX_SAMPTYPE","PHYLUM","CLASS","ORDER","FAMILY","GENUS","ABUND","DISTINCT","HABIT","PTV","FLAG_PTV","FFG" 
"WORP99-0952",2003,1,"REACHWIDE","PLATYHELMINTHES","TURBELLARIA","NA","NA","NA",2,"Y","SP",4.7," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",26,"Y","BU",6," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","NA","NA","NA",1,"N"," ",8," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","TORRENTICOLIDAE","NA",2,"Y"," ",8," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","AMPUMIXIS",51,"Y","CN",4," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","CLEPTELMIS",2,"Y","CN",4," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","HETERLIMNIUS",13,"Y","CN",4," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","LARA",1,"Y","CN",4," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","ZAITZEVIA",25,"Y","CN",4," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","COLEOPTERA","PSEPHENIDAE","ACNEUS",1,"Y","CN", ," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","NA",1,"Y","SP",6," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHAOBORIDAE","EUCORETHRA",1,"Y","SW",8," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","BRILLIA",6,"Y","BU",4.6," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHAETOCLADIUS",1,"Y","SP",2.2," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CRICOTOPUS",1,"Y","BU,CN,SP",6.9," ","CG,SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",3,"Y","SP",6.3," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","HETEROTANYTARSUS",2,"Y"," ", ," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROPSECTRA",2,"Y","CB,CN,SP",6," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROTENDIPES",1,"Y","CN",6," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","NA",1,"N","BU",6.2," ","CG,CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAMETRIOCNEMUS",1,"Y","SP",3.9," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAPHAENOCLADIUS",1,"Y","SP",5," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM",1,"Y","CB,CN",5.5," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS",3,"Y","CN",6," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","STEMPELLINELLA",3,"Y","CB,CN",2," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA",2,"Y","SP",5.1," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TVETENIA",2,"Y","SP",5," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","EMPIDIDAE","NA",1,"Y","SP",6.1," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","PROSIMULIUM",2,"Y","CN",3.8," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM",11,"Y","CN",5.7," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","HEXATOMA",1,"Y","BU",1.5," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","LIMNOPHILA",1,"Y","BU",4,"B","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","PEDICIA",2,"Y","BU",6.5," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","AMELETIDAE","AMELETUS",1,"Y","SW",1,"B","CG,SC,SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS",12,"Y","CN",3.4," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","DIPHETOR",6,"Y","SW",4.2," ","CG,SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","DRUNELLA",18,"Y","CN",1.2," ","PR,SC" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLA",42,"Y","CN",1.6," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","CINYGMULA",9,"Y","CN",4," ","PR,SC" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","EPEORUS",1,"Y","CN",1.4," ","CG,PR,SC" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","IRONODES",6,"Y","CN", ," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","NA",11,"N","CN",4.1," ","SC" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","PARALEPTOPHLEBIA",14,"Y","SW",1,"B","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","NA",14,"N","CN",1.1," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","CHLOROPERLIDAE","SWELTSA",10,"Y","CN", ," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","LEUCTRIDAE","MOSELIA",11,"Y","SP",0," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NA","NA",1,"N","CN",3," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","MALENKA",12,"Y","SP", ," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","VISOKA",1,"Y","SP",1.5," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","NEMOURIDAE","ZAPADA",23,"Y","SP",1.9," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PELTOPERLIDAE","YORAPERLA",26,"Y"," ", ," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","CALINEURIA",7,"Y"," ", ," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","NA",7,"N","CN",1.4," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","NA",12,"Y","CN",2.3," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","BRACHYCENTRIDAE","MICRASEMA",13,"Y","CN",0.9," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","PARAPSYCHE",2,"Y","CN",2.6," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","LEPIDOSTOMATIDAE","LEPIDOSTOMA",12,"Y","CB",3," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","NA","NA",1,"N","SP",4," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","DOLOPHILODES",1,"Y","CN",3.4," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","NA",3,"N","CN",3.2," ","CF" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","POLYCENTROPODIDAE","POLYCENTROPUS",2,"Y","CN",4,"B","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","RHYACOPHILIDAE","RHYACOPHILA",7,"Y","CN",1.5," ","PR" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","INSECTA","TRICHOPTERA","UENOIDAE","NEOPHYLAX",3,"Y","CN",2.3," ","SC" 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","MALACOSTRACA","DECAPODA","ASTACIDAE","PACIFASTACUS",1,"Y","SP",6.2," "," " 
"WORP99-0954",2003,1,"REACHWIDE","ARTHROPODA","OSTRACODA","NA","NA","NA",1,"Y"," ",8," ","CG" 
"WORP99-0954",2003,1,"REACHWIDE","MOLLUSCA","GASTROPODA","NEOTAENIOGLOSSA","HYDROBIIDAE","NA",58,"Y","CB",5.3," ","SC" 
"WORP99-0954",2003,1,"REACHWIDE","NEMATODA","NA","NA","NA","NA",8,"Y"," ", ," ","SH" 
"WORP99-0954",2003,1,"REACHWIDE","PLATYHELMINTHES","TURBELLARIA","TRICLADIDA","PLANARIIDAE","POLYCELIS",8,"Y","SP",6.8," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ANNELIDA","OLIGOCHAETA","NA","NA","NA",5,"Y","BU",6," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","LEBERTIIDAE","NA",1,"Y"," ",8," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","ARACHNIDA","TROMBIDIFORMES","SPERCHONIDAE","NA",2,"Y"," ",8," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","HETERLIMNIUS",1,"Y","CN",4," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","OPTIOSERVUS",46,"Y","CN",3.8," ","SC" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","ORDOBREVIA",39,"Y","CN",4," "," " 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","ZAITZEVIA",10,"Y","CN",4," "," " 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","ATHERICIDAE","ATHERIX",1,"Y","SP",2.7," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","ATRICHOPOGON",1,"Y","CN",6," ","CG,PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CERATOPOGONIDAE","NA",2,"N","SP",6," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CRICOTOPUS",2,"Y","BU,CN,SP",6.9," ","CG,SH" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","EUKIEFFERIELLA",5,"Y","SP",6.3," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","MICROPSECTRA",18,"Y","CB,CN,SP",6," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","NA",2,"N","BU",6.2," ","CG,CF" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIUS",3,"Y","SP",4.4," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PAGASTIA",9,"Y","SP",8," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARAMETRIOCNEMUS",3,"Y","SP",3.9," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PARATANYTARSUS",5,"Y","CN",7,"B","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PHAENOPSECTRA",2,"Y","CN",7," ","CG,SC" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM",32,"Y","CB,CN",5.5," ","SH" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOCRICOTOPUS",1,"Y","SP",5.3," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","SYNORTHOCLADIUS",1,"Y"," ",3.1," ","CG" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA",2,"Y","SP",5.1," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","PSYCHODIDAE","MARUINA",1,"Y","CN",10," ","PR" 
"WORP99-0972",2003,1,"TARGETED RIFFLE","ARTHROPODA","INSECTA","DIPTERA","TIPULIDAE","ANTOCHA",18,"Y","CN",4," ","CG" 
