"SITE_ID","YEAR","VISIT_NO","N_BA","XBKA","SDBK_A","BKA_Q3","MEDBK_A","BKA_Q1","INTQBKA","N_UN","XUN","SDUN","BKUN_Q3","MEDBKUN","BKUN_Q1","INTQBKUN","SIDECNT","N_BW","XBKF_W","SDBKF_W","N_BH","XBKF_H","SDBKF_H","N_INCIS","XINC_H","SDINC_H","XPCAN","XPMID","XPGVEG","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XCS","XMW","XMH","XGW","XGH","XGB","XC","XM","XG","XCM","XCMW","XCMG","XCMGW","SDCL","SDCS","SDMW","SDMH","SDGW","SDGH","SDGB","SDC","SDM","SDG","SDCM","SDCMW","SDCMG","SDCMGW","PCL10","PCL25","PCL75","PCL90","PCS10","PCS25","PCS75","PCS90","PMW10","PMW25","PMW75","PMW90","PMH10","PMH25","PMH75","PMH90","PGW10","PGW25","PGW75","PGW90","PGH10","PGH25","PGH75","PGH90","PGB10","PGB25","PGB75","PGB90","PC10","PC25","PC75","PC90","PM10","PM25","PM75","PM90","PG10","PG25","PG75","PG90","PCM10","PCM25","PCM75","PCM90","PCMW10","PCMW25","PCMW75","PCMW90","PCMG10","PCMG25","PCMG75","PCMG90","PCMGW10","PCMGW25","PCMGW75","PCMGW90","IQRCL","IDRCL","IQRCS","IDRCS","IQRMW","IDRMW","IQRMH","IDRMH","IQRGW","IDRGW","IQRGH","IDRGH","IQRGB","IDRGB","IQRC","IDRC","IQRM","IDRM","IQRG","IDRG","IQRCM","IDRCM","IQRCMW","IDRCMW","IQRCMG","IDRCMG","IQRCMGW","IDRCMGW","PCAN_C","PCAN_D","PCAN_E","PCAN_M","PCAN_N","PMID_C","PMID_D","PMID_E","PMID_M","PMID_N","NMID","NBNK","XCDENBK","VCDENBK","XCDENMID","VCDENMID","N55","XEMBED","VEMBED","N33","XCEMBED","VCEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","PFC_ALG","PFC_AQM","PFC_LWD","PFC_BRS","PFC_OHV","PFC_UCB","PFC_RCK","PFC_HUM","PFC_ALL","PFC_NAT","PFC_BIG","SDFC_OHV","SDFC_UCB","XFC_ALL","XFC_NAT","XFC_BIG","IQROHV","IDROHV","IQRUCB","IDRUCB","SDB_HALL","SDC_HALL","SDCB_HALL","SDWCB_HALL","XB_HALL","XC_HALL","XF_HALL","XCB_HALL","X_HALL","XB_HNOAG","XC_HNOAG","XF_HNOAG","XCB_HNAG","X_HNOAG","XB_HAG","XC_HAG","XF_HAG","XCB_HAG","X_HAG","W1_HALL","W1_HNOAG","W1_HAG","W1H_BLDG" 
"WIDP99-0613",2001,1,18,37.888888889,32.699863085,42,35,16,26,16,0.09375,0.1956825661,0.075,0,0,0.075,0,10,2.48,0.6729701991,10,0.66,0.2716206505,10,0.66,0.2716206505,0.9090909091,1,1,0.9090909091,0.9090909091,1,0.7272727273,0.9545454545,0.0886363636,0.0875,0.2522727273,0.1238636364,0.2329545455,0.5431818182,0.1363636364,0.1761363636,0.3761363636,0.7761363636,0.5522727273,0.4284090909,1.3284090909,0.6613636364,0.1034313876,0.1344632186,0.1805924593,0.1464820143,0.2095042851,0.1662223515,0.1682768539,0.1528454855,0.2242019276,0.2705238825,0.2268979594,0.2132927028,0.2753023721,0.2810193258,0,0,0.25,0.25,0,0,0.05,0.25,0.05,0.05,0.25,0.575,0,0,0.25,0.25,0.05,0.05,0.25,0.575,0.25,0.575,0.575,0.575,0,0.05,0.25,0.25,0.05,0.05,0.3,0.3,0.05,0.25,0.5,0.625,0.3,0.625,0.925,1.15,0.2,0.4,0.725,0.8,0.15,0.3,0.55,0.675,1.025,1.175,1.65,1.7,0.35,0.4,0.8,1.125,0.25,0.25,0.05,0.25,0.2,0.525,0.25,0.25,0.2,0.525,0,0.325,0.2,0.25,0.25,0.25,0.25,0.575,0.3,0.85,0.325,0.6,0.25,0.525,0.475,0.675,0.4,0.775,0.9090909091,0,0,0,0.0909090909,0,0.5909090909,0,0.3636363636,0.0454545455,44,22,94.652406417,11.610912264,93.181818182,12.555064638,51,67.941176471,38.770819834,31,63.387096774,39.861993109,0.075,0.0363636364,0.1681818182,0.3363636364,0.3818181818,0.1295454545,0.2386363636,0,0.1818181818,0.3636363636,0.5454545455,0.9090909091,0.8181818182,0.9090909091,0.6363636364,0,1,1,1,0.2382464347,0.1698595677,1.2545454545,1.2545454545,0.5363636364,0.325,0.575,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WIDP99-0614",2001,1,22,42.181818182,25.325756443,67,37,25,42,22,0.2263636364,0.3745542806,0.3,0.115,0,0.3,0,11,10.018181818,5.2931688395,11,1.2272727273,0.4221158824,11,1.9727272727,1.4581432777,0.8181818182,0.8636363636,0.9090909091,0.8181818182,0.8181818182,0.8636363636,0.7727272727,0.8636363636,0.1590909091,0.0681818182,0.3602272727,0.075,0.3363636364,0.1545454545,0.3397727273,0.2272727273,0.4352272727,0.4909090909,0.6625,0.5875,1.1534090909,0.9238636364,0.1720924195,0.0906923824,0.2352378597,0.0869455221,0.2007022304,0.1079121015,0.2809061751,0.2475966731,0.2787791295,0.2575693913,0.4465309406,0.3917109904,0.6372044345,0.5263009546,0,0.05,0.25,0.25,0,0,0.05,0.25,0,0.25,0.575,0.575,0,0.05,0.05,0.25,0.05,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.05,0.575,0.875,0,0.05,0.3,0.5,0,0.25,0.625,0.825,0.1,0.3,0.625,0.825,0,0.35,0.925,1.325,0,0.3,0.75,1.075,0.1,0.85,1.7,1.825,0.05,0.55,1.25,1.45,0.2,0.25,0.05,0.25,0.325,0.575,0,0.25,0.325,0.525,0.2,0.2,0.525,0.825,0.25,0.5,0.375,0.825,0.325,0.725,0.575,1.325,0.45,1.075,0.85,1.725,0.7,1.4,0.8181818182,0,0,0,0.1818181818,0.3636363636,0.0454545455,0,0.4545454545,0.1363636364,12,6,80.392156863,11.56696565,55.882352941,32.267753672,55,5.4,14.223871432,33,4.3939393939,13.448836832,0.05,0.0090909091,0.0045454545,0.0363636364,0.0272727273,0.0954545455,0.3204545455,0,0.2727272727,0.1818181818,0.0909090909,0.3636363636,0.5454545455,0.8181818182,0.9090909091,0,1,1,1,0.0261116484,0.1011299794,0.4840909091,0.4840909091,0.4204545455,0.05,0.05,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WIDP99-0615",2001,1,22,26.681818182,14.512347333,35,25,15,20,22,0.0136363636,0.0441367415,0,0,0,0,0,11,5,1.5962455951,11,0.5227272727,0.2065957845,11,0.5227272727,0.2065957845,0.5,1,1,0.5,0.5,1,1,1,0.0647727273,0.0295454545,0.4886363636,0.1011363636,0.2704545455,0.3840909091,0.09375,0.0943181818,0.5897727273,0.6545454545,0.6840909091,0.5829545455,1.3386363636,0.8534090909,0.1432320567,0.0549005397,0.2310338144,0.1268851357,0.2458750607,0.2252704003,0.1395186745,0.1647385768,0.2611397969,0.2841692533,0.252080091,0.2130261503,0.3279379363,0.3625550414,0,0,0.05,0.25,0,0,0.05,0.05,0.25,0.25,0.575,0.875,0.05,0.05,0.05,0.25,0.05,0.05,0.575,0.575,0.05,0.25,0.575,0.575,0,0.025,0.05,0.25,0,0,0.1,0.3,0.3,0.3,0.825,0.925,0.3,0.5,0.825,0.925,0.35,0.625,0.875,0.925,0.3,0.5,0.75,0.875,0.975,1.125,1.45,1.775,0.35,0.625,1.15,1.15,0.05,0.25,0.05,0.05,0.325,0.625,0,0.2,0.525,0.525,0.325,0.525,0.025,0.25,0.1,0.3,0.525,0.625,0.325,0.625,0.25,0.575,0.25,0.575,0.325,0.8,0.525,0.8,0.4090909091,0,0,0.0909090909,0.5,0,0.5,0,0.5,0,44,22,88.235294118,18.243876177,60.695187166,26.904715717,55,50.618181818,34.355705176,33,45.272727273,32.365367995,0.0045454545,0.05,0.0545454545,0.0818181818,0.1818181818,0.0227272727,0.1772727273,0,0.0909090909,0.6363636364,0.3636363636,0.9090909091,1,0.4545454545,1,0,1,1,1,0.2097888549,0.0261116484,0.5181818182,0.5181818182,0.2545454545,0.2,0.525,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WMTP99-0509",2001,1,22,56.409090909,52.720881461,110,35,15,95,7,0.1428571429,0.0534522484,0.2,0.1,0.1,0.1,0,11,3.2909090909,0.8117321547,11,0.2681818182,0.0462208139,11,0.4772727273,0.1211685528,1,1,1,1,1,1,0.9473684211,1,0.0454545455,0.4227272727,0.4647727273,0.4090909091,0.2868421053,0.6977272727,0,0.4681818182,0.8738636364,0.9454545455,1.3420454545,0.9329545455,2.2875,1.1806818182,0.0705574587,0.2155984322,0.2481669814,0.2669877666,0.1694288652,0.1509708839,0,0.2393172106,0.178198203,0.1398631056,0.3269070754,0.4283402605,0.3539530168,0.5236622309,0,0,0.05,0.05,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.875,0.05,0.25,0.575,0.875,0.05,0.25,0.25,0.575,0.575,0.575,0.875,0.875,0,0,0,0,0.25,0.25,0.625,0.825,0.625,0.825,0.925,1.125,0.825,0.825,1.125,1.15,1.025,1.075,1.55,1.75,0.5,0.55,1.2,1.5,1.9,1.95,2.55,2.7,0.6,0.8,1.45,1.75,0.05,0.05,0.325,0.325,0.325,0.625,0.325,0.825,0,0.525,0.3,0.3,0,0,0.375,0.575,0.1,0.5,0.3,0.325,0.475,0.725,0.65,1,0.6,0.8,0.65,1.15,0.1363636364,0,0,0.8636363636,0,0,0,0,0.9545454545,0,44,22,97.326203209,7.1991817534,90.77540107,14.652308833,55,56.818181818,47.153842351,33,45.151515152,46.795513415,0,0,0.0318181818,0.2931818182,0.3727272727,0.1545454545,0,0,0,0,0.6363636364,1,1,0.9090909091,0,0,1,1,1,0.2425011715,0.1105769991,0.8522727273,0.8522727273,0.1863636364,0.525,0.525,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WMTP99-0517",2001,1,22,87.863636364,57.320565124,135,90,30,105,11,0.3272727273,0.2572582714,0.6,0.3,0.1,0.5,0,11,4.9,0.9818350167,11,0.3545454545,0.0687551651,11,0.6545454545,0.1439696938,1,1,1,1,1,1,1,1,0.1590909091,0.725,0.6142857143,0.26875,0.3386363636,0.6840909091,0,0.8840909091,0.8702380952,1.0227272727,1.7147727273,1.4704545455,2.7375,1.8090909091,0.1019294383,0.1535298947,0.2030350075,0.1504106222,0.1481487494,0.1477097892,0,0.1991866579,0.1761780079,0.1533182752,0.2842763464,0.3282925129,0.34345496,0.3841770313,0.05,0.05,0.25,0.25,0.575,0.575,0.875,0.875,0.25,0.575,0.875,0.875,0.05,0.25,0.25,0.575,0.25,0.25,0.575,0.575,0.575,0.575,0.875,0.875,0,0,0,0,0.625,0.625,1.125,1.125,0.625,0.825,0.925,1.125,0.825,0.825,1.15,1.15,1.45,1.55,1.95,2.05,1.075,1.2,1.7,1.8,2.375,2.475,2.925,3.2,1.325,1.65,2.05,2.275,0.2,0.2,0.3,0.3,0.3,0.625,0,0.525,0.325,0.325,0.3,0.3,0,0,0.5,0.5,0.1,0.5,0.325,0.325,0.4,0.6,0.5,0.725,0.45,0.825,0.4,0.95,1,0,0,0,0,0,0,0,1,0,44,22,94.652406417,13.814329248,87.032085561,17.513380851,55,45.909090909,37.994771925,33,45.303030303,35.662028869,0,0.0045454545,0.1045454545,0.1159090909,0.05,0.2431818182,0.2909090909,0,0,0.0909090909,1,1,1,1,1,0,1,1,1,0,0.1360564722,0.8045454545,0.8045454545,0.6386363636,0,0,0,0.2,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0 
"WMTP99-0521",2001,1,22,99.727272727,53.56187505,140,125,55,85,14,0.21,0.0904688642,0.3,0.2,0.17,0.13,0,11,1.1545454545,0.3357488239,11,0.1272727273,0.0467099366,11,0.1272727273,0.0467099366,0.6818181818,1,1,0.6818181818,0.7,1,1,0.8,0.0295454545,0.1295454545,0.1147727273,0.7931818182,0.0825,0.875,0,0.1590909091,0.9079545455,0.9535714286,1.0670454545,0.2738636364,1.9772727273,0.3488636364,0.025161814,0.1795557288,0.1359838687,0.1367526918,0.0877721332,0,0,0.1898535549,0.1270981912,0.0874234359,0.2846663004,0.3065240293,0.4151813352,0.3735668864,0,0,0.05,0.05,0,0,0.25,0.25,0.05,0.05,0.25,0.25,0.575,0.575,0.875,0.875,0,0.05,0.05,0.25,0.875,0.875,0.875,0.875,0,0,0,0,0,0,0.3,0.3,0.825,0.875,0.925,1.125,0.875,0.925,0.925,1.125,0.875,0.925,1.175,1.375,0.05,0.05,0.35,0.55,1.55,1.85,2.1,2.35,0.05,0.1,0.55,0.8,0.05,0.05,0.25,0.25,0.2,0.2,0.3,0.3,0,0.25,0,0,0,0,0.3,0.3,0.05,0.3,0,0.25,0.25,0.5,0.3,0.5,0.25,0.8,0.45,0.75,0.6818181818,0,0,0,0.3181818182,0,0.4090909091,0,0.4545454545,0.0909090909,44,22,76.737967914,27.19835373,58.288770053,30.783816007,55,60.309090909,37.671520202,33,50.818181818,35.358392343,0,0,0,0.0227272727,0.5681818182,0.6272727273,0.0272727273,0,0,0,0,0.4545454545,1,1,0.5454545455,0,1,1,1,0.2421494655,0.1858946427,1.2454545455,1.2454545455,0.6545454545,0.625,0.625,0.3,0.3,0,0,0,0,0,0,0.1818181818,0,0.1818181818,0,0,0.1818181818,0,0.1818181818,0,0,0,0,0,0.1212181818,0.1212181818,0,0 
"WMTP99-0600",2001,1,22,60.909090909,59.863264108,130,21.5,15,115,9,0.3666666667,0.3201562119,0.5,0.3,0.1,0.4,0,11,8.4545454545,4.3191118616,11,0.2454545455,0.0820199532,11,0.2454545455,0.0820199532,1,1,1,1,1,1,1,1,0.0590909091,0.7488636364,0.6431818182,0.4443181818,0.5409090909,0.4625,0.0090909091,0.8079545455,1.0875,1.0034090909,1.8954545455,1.4511363636,2.8988636364,1.9920454545,0.0811177328,0.2280190668,0.1286796082,0.2039683417,0.1712255291,0.1733339057,0.0197385508,0.232274771,0.1377432913,0.2623492146,0.3305511598,0.2929201574,0.5436580942,0.4155737832,0,0,0.05,0.25,0.25,0.575,0.875,0.875,0.575,0.575,0.575,0.875,0.05,0.25,0.575,0.575,0.575,0.575,0.575,0.575,0.25,0.25,0.575,0.575,0,0,0,0.05,0.3,0.825,0.925,0.925,0.925,1.125,1.15,1.15,0.825,0.825,1.15,1.15,1.4,1.85,2.075,2.075,0.875,1.4,1.7,1.8,2.55,2.9,3.2,3.225,1.4,1.975,2.325,2.375,0.05,0.25,0.3,0.625,0,0.3,0.325,0.525,0,0,0.325,0.325,0,0.05,0.1,0.625,0.025,0.225,0.325,0.325,0.225,0.675,0.3,0.925,0.3,0.675,0.35,0.975,0.2272727273,0.0454545455,0,0.7272727273,0,0,0,0,0.9545454545,0,44,22,83.957219251,25.03461556,68.582887701,27.384090991,55,41.818181818,37.606190836,33,30.454545455,30.294482696,0,0,0.0090909091,0.1295454545,0.1954545455,0.2068181818,0.0363636364,0,0,0,0.1818181818,0.9090909091,1,1,0.7272727273,0,1,1,1,0.0934198733,0.156561054,0.5772727273,0.5772727273,0.2522727273,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WMTP99-0604",2001,1,22,56,41.440720714,90,45,15,75,5,0.18,0.0836660027,0.2,0.2,0.1,0.1,0,11,12.054545455,2.0358603274,11,0.4818181818,0.0603022689,11,3.0454545455,0.1572490786,0,1,1,0,0,1,1,1,0,0,0.3386363636,0.4931818182,0.4416666667,0.4704545455,0.0818181818,0,0.8318181818,0.8920454545,0.8318181818,0.3386363636,1.7238636364,0.7602272727,0,0,0.1481487494,0.2579892276,0.1791182105,0.1818614667,0.1075101928,0,0.2172859946,0.2486135799,0.2172859946,0.1481487494,0.3455910459,0.2640863733,0,0,0,0,0,0,0,0,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.875,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.575,0,0,0.25,0.25,0,0,0,0,0.5,0.825,0.825,1.125,0.5,0.825,1.15,1.15,0.5,0.825,0.825,1.125,0.25,0.25,0.575,0.575,1.125,1.65,1.975,2.05,0.5,0.5,0.825,1.15,0,0,0,0,0.325,0.325,0.325,0.625,0.325,0.325,0.325,0.325,0.25,0.25,0,0,0,0.625,0.325,0.65,0,0.625,0.325,0.325,0.325,0.925,0.325,0.65,0,0,0,0,1,0,0.9090909091,0,0,0,44,21,41.736694678,40.66509185,0,0,52,44.711538462,42.280731503,30,28.166666667,39.006704405,0.1022727273,0.0454545455,0,0.0045454545,0.0545454545,0.1136363636,0.0318181818,0,0.3636363636,0.5454545455,0,0.0909090909,0.7272727273,0.8181818182,0.6363636364,0,0.9090909091,0.9090909091,0.8181818182,0.0687551651,0.1097517861,0.2045454545,0.2045454545,0.1454545455,0.05,0.05,0.2,0.25,0,0,0,0,0,0,0.8636363636,0,0.8636363636,0,0,0,0,0,0,0,0.8636363636,0,0.8636363636,0.5757863636,0,0.5757863636,0 
"WMTP99-0607",2001,1,22,80.818181818,61.630725457,140,100,15,125,11,0.3136363636,0.1142166999,0.4,0.3,0.2,0.2,0,11,8.0272727273,2.6586052393,11,0.4272727273,0.0467099366,11,0.4272727273,0.0467099366,1,1,1,1,1,1,1,1,0.0772727273,0.5136363636,0.5852272727,0.3535714286,0.4931818182,0.3670454545,0.0181818182,0.5909090909,0.9227272727,0.8602272727,1.5136363636,1.1761363636,2.3738636364,1.6693181818,0.0855337203,0.29059947,0.1792276902,0.2466381097,0.2579892276,0.2247202446,0.0246182982,0.3481708542,0.2752606006,0.2923284082,0.529753271,0.4795507119,0.7904367868,0.718046781,0,0.05,0.05,0.25,0.25,0.25,0.875,0.875,0.25,0.575,0.575,0.875,0.05,0.05,0.575,0.575,0.25,0.25,0.575,0.875,0.05,0.25,0.575,0.575,0,0,0.05,0.05,0.25,0.3,0.925,1.125,0.5,0.625,1.15,1.15,0.5,0.625,1.15,1.15,0.8,0.925,1.85,2.075,0.55,0.825,1.7,1.8,1.375,1.425,2.925,3.125,0.8,1.125,2.275,2.675,0,0.25,0.625,0.625,0,0.625,0.525,0.525,0.325,0.625,0.325,0.525,0.05,0.05,0.625,0.875,0.525,0.65,0.525,0.65,0.925,1.275,0.875,1.25,1.5,1.75,1.15,1.875,0.1363636364,0,0,0.8636363636,0,0,0.0454545455,0,0.9545454545,0,44,22,83.155080214,24.910150259,59.22459893,31.085035556,55,41.727272727,35.331999212,33,27.727272727,25.127515704,0.35,0,0.0954545455,0.2931818182,0.2545454545,0.1704545455,0.0363636364,0,1,0,0.8181818182,1,1,1,0.7272727273,0,1,1,1,0.1819402999,0.1661393172,0.85,0.85,0.3022727273,0.2,0.525,0.2,0.2,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0.33335,0.33335,0,0 
"WMTP99-0608",2001,1,22,54.227272727,53.863081993,120,32.5,10,110,5,0.36,0.1140175425,0.4,0.4,0.3,0.1,0,11,7.2636363636,2.0294199798,11,0.3909090909,0.0301511345,11,0.3909090909,0.0301511345,1,1,1,1,1,1,1,1,0.1409090909,0.5477272727,0.7386363636,0.2988636364,0.2238095238,0.5375,0.0068181818,0.6886363636,1.0375,0.7511363636,1.7261363636,1.4272727273,2.4772727273,1.6409090909,0.1130069147,0.3504171911,0.1528941574,0.2100846304,0.1477912782,0.3735089404,0.0175625043,0.4463294262,0.1283480202,0.4393906273,0.46735561,0.5561832673,0.7346001946,0.6226644674,0,0.05,0.25,0.25,0.05,0.25,0.875,0.875,0.575,0.575,0.875,0.875,0.05,0.05,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.05,0.875,0.875,0,0,0,0.05,0.05,0.3,1.125,1.125,0.825,0.925,1.15,1.15,0.1,0.3,1.125,1.125,1.175,1.425,2.25,2.25,0.675,0.875,2,2,1.3,1.95,3.175,3.375,0.925,1.125,2.25,2.25,0.2,0.25,0.625,0.825,0.3,0.3,0.525,0.525,0.2,0.2,0.825,0.825,0,0.05,0.825,1.075,0.225,0.325,0.825,1.025,0.825,1.075,1.125,1.325,1.225,2.075,1.125,1.325,0.7727272727,0,0,0.2272727273,0,0,0,0,1,0,44,22,95.454545455,8.3053876155,75.267379679,20.713107551,55,40.818181818,36.940438,33,36.363636364,32.769858656,0.0222222222,0,0.4136363636,0.3113636364,0.1227272727,0.1772727273,0.0863636364,0,0.4444444444,0,0.9090909091,1,1,1,1,0,1,1,1,0.1009049958,0.1009049958,1.1113636364,1.1113636364,0.6772727273,0.2,0.2,0.2,0.2,0,0.6030226892,0.6030226892,0.6030226892,1,0.4090909091,0.1818181818,1.4090909091,1.5909090909,1,0.4090909091,0.1818181818,1.4090909091,1.5909090909,0,0,0,0,0,2.0303090909,2.0303090909,0,0 
"WMTP99-0609",2001,1,22,61.409090909,36.840271819,75,57.5,32,43,4,0.3125,0.1600781059,0.45,0.325,0.175,0.275,0,10,6.36,2.1716353285,11,0.3818181818,0.0404519917,11,0.3818181818,0.0404519917,1,1,1,1,1,1,0.7272727273,1,0.0363636364,0.6579545455,0.5852272727,0.2465909091,0.4704545455,0.4079545455,0.0727272727,0.6943181818,0.8318181818,0.8784090909,1.5261363636,1.2795454545,2.4045454545,1.75,0.0227921153,0.2425541623,0.2859465371,0.2118927534,0.314305391,0.2158022634,0.1008620849,0.2534208595,0.4097169332,0.2801249142,0.6301207968,0.4908469577,0.8278499247,0.7500396815,0,0,0.05,0.05,0.25,0.575,0.875,0.875,0.25,0.25,0.875,0.875,0,0,0.25,0.575,0.05,0.05,0.575,0.875,0.25,0.25,0.575,0.575,0,0,0.05,0.25,0.3,0.575,0.925,0.925,0.25,0.25,1.125,1.15,0.5,0.625,1.15,1.15,0.825,0.825,2.05,2.075,0.825,0.825,1.8,1.8,1.175,1.75,3,3.2,0.875,0.875,2.375,2.375,0.05,0.05,0.3,0.625,0.625,0.625,0.25,0.575,0.525,0.825,0.325,0.325,0.05,0.25,0.35,0.625,0.875,0.9,0.525,0.65,1.225,1.25,0.975,0.975,1.25,2.025,1.5,1.5,0.9090909091,0,0,0.0909090909,0,0,0.1818181818,0,0.8181818182,0,44,22,93.315508021,9.130144962,79.144385027,20.076883905,55,58.454545455,39.345016241,33,48.333333333,38.743278987,0.0090909091,0,0.0045454545,0.2659090909,0.1545454545,0.1272727273,0.7113636364,0,0.1818181818,0,0.0909090909,1,0.8181818182,0.7272727273,1,0,1,1,1,0.2181794507,0.1190874392,1.2636363636,1.2636363636,0.8431818182,0.2,0.575,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WMTP99-0613",2001,1,22,73.863636364,46.826219207,124,62.5,31,93,7,0.3471428571,0.0763138881,0.4,0.36,0.3,0.1,0,11,4.8636363636,1.2508179142,11,0.2727272727,0.0467099366,11,0.2727272727,0.0467099366,0.5,1,1,0.5,0.5,1,1,1,0,0.0431818182,0.4125,0.6284090909,0.1647727273,0.4602272727,0.0022727273,0.0431818182,1.0409090909,0.625,1.0840909091,0.4556818182,1.7090909091,0.6204545455,0,0.0712063643,0.1663240526,0.1531991107,0.1355454349,0.2193956921,0.0106600358,0.0712063643,0.1815189637,0.1752549164,0.203327301,0.1913193258,0.2265877122,0.2705413844,0,0,0,0,0,0,0.05,0.05,0.25,0.25,0.575,0.575,0.575,0.575,0.575,0.875,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.575,0,0,0,0,0,0,0.05,0.05,0.825,0.825,1.15,1.15,0.5,0.5,0.825,0.825,0.875,0.875,1.175,1.2,0.25,0.3,0.575,0.625,1.425,1.5,1.8,1.975,0.3,0.35,0.825,1.075,0,0,0.05,0.05,0.325,0.325,0,0.3,0.2,0.2,0.325,0.325,0,0,0.05,0.05,0.325,0.325,0.325,0.325,0.3,0.325,0.275,0.375,0.3,0.55,0.475,0.775,0,0.5,0,0,0.5,0,0.9545454545,0,0,0,44,22,91.711229947,20.908599193,37.967914439,39.864874876,54,88.518518519,30.244750513,33,86.96969697,31.57182768,0.1704545455,0.3772727273,0,0.4909090909,0.5113636364,0.6545454545,0,0,1,1,0,1,1,1,0,0,1,1,1,0.2362106148,0.1990031978,1.6568181818,1.6568181818,0.6545454545,0.325,0.625,0.3,0.3,0.6030226892,0.4045199175,0.6741998625,0.934198733,0.0909090909,0.0909090909,1.3636363636,0.1818181818,1.5454545455,0.0909090909,0,0.5,0.0909090909,0.5909090909,0,0.0909090909,0.8636363636,0.0909090909,0.9545454545,1.1364090909,0.4697136364,0.6666954545,0 
"WMTP99-0628",2001,1,22,46.863636364,37.390214476,65,37.5,15,50,3,0.3666666667,0.3785938897,0.8,0.2,0.1,0.7,0,11,4.5090909091,1.3838024031,11,0.5,0.0447213595,11,1.8545454545,0.3142089635,0,1,1,0,0,1,1,1,0,0,0.575,0.3284090909,0.3977272727,0.5693181818,0.0045454545,0,0.9034090909,0.9670454545,0.9034090909,0.575,1.8704545455,0.9727272727,0,0,0.2228067709,0.2241777906,0.1656353372,0.2157395666,0.0147122472,0,0.2623492146,0.1594981646,0.2623492146,0.2228067709,0.2778142112,0.2633245656,0,0,0,0,0,0,0,0,0.25,0.575,0.575,0.875,0.05,0.05,0.575,0.575,0.25,0.25,0.575,0.575,0.25,0.575,0.575,0.875,0,0,0,0,0,0,0,0,0.625,0.825,1.15,1.15,0.825,0.825,1.125,1.15,0.625,0.825,1.15,1.15,0.25,0.575,0.575,0.875,1.45,1.65,1.975,2.3,0.625,0.825,1.15,1.15,0,0,0,0,0,0.625,0.525,0.525,0.325,0.325,0,0.625,0,0,0,0,0.325,0.525,0.3,0.325,0.325,0.525,0,0.625,0.325,0.85,0.325,0.525,0,0,0,0,1,0,0.9545454545,0,0,0,44,22,63.903743316,34.648409639,5.614973262,15.994413679,55,79.545454545,33.392624037,33,70,38.405728739,0.2340909091,0.8477272727,0,0.0181818182,0.4068181818,0.0977272727,0.0681818182,0,0.7272727273,1,0,0.3636363636,1,1,0.6363636364,0,1,1,1,0.2413739084,0.1582934559,0.5909090909,0.5909090909,0.1659090909,0.325,0.325,0,0,0,0.4670993665,0.4670993665,0.4670993665,0,0.1363636364,0.5909090909,0.1363636364,0.7272727273,0,0,0,0,0,0,0.1363636364,0.5909090909,0.1363636364,0.7272727273,0.5303227273,0,0.5303227273,0 
