"SITE_ID","YEAR","VISIT_NO","TRANSECT","DATE_COL","TEAM_ID","SUB_5_7","XSUB_LFT","XSUBLCTR","XSUB_CTR","XSUBRCTR","XSUB_RGT","COM_FLDF" 
"WAZP99-0568",2000,1,"A",05/20/2000,"1",5,"FN","FN","GF","FN","FN"," " 
"WAZP99-0568",2000,1,"B",05/20/2000,"1",5,"BL","FN","GC","OT","FN"," " 
"WAZP99-0568",2000,1,"C",05/20/2000,"1",5,"FN","FN","BL","BL","CB"," " 
"WAZP99-0568",2000,1,"D",05/20/2000,"1", ,"FN","BL","FN","FN","FN"," " 
"WAZP99-0568",2000,1,"E",05/20/2000,"1",5,"FN","FN","GF","GF","GF"," " 
"WAZP99-0568",2000,1,"F",05/20/2000,"1",5,"BL","GF","BL","FN","FN"," " 
"WAZP99-0568",2000,1,"G",05/20/2000,"1",5,"FN","GF","FN","CB","FN"," " 
"WAZP99-0568",2000,1,"H",05/20/2000,"1",5,"FN","GF","FN","BL","FN"," " 
"WAZP99-0568",2000,1,"I",05/20/2000,"1",5,"GC","CB","BL","BL","BL"," " 
"WAZP99-0568",2000,1,"J",05/20/2000,"1",5,"BL","BL","BL","BL","BL"," " 
"WAZP99-0569",2000,1,"A",06/06/2000,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0569",2000,1,"B",06/06/2000,"1",5,"FN","BL","GC","BL","CB"," " 
"WAZP99-0569",2000,1,"C",06/06/2000,"1",5,"BL","CB","CB","CB","BL"," " 
"WAZP99-0569",2000,1,"D",06/06/2000,"1",5,"BL","CB","BL","BL","BL"," " 
"WAZP99-0569",2000,1,"E",06/06/2000,"1",5,"BL","BL","BL","BL","WD"," " 
"WAZP99-0569",2000,1,"F",06/06/2000,"1",5,"BL","WD","BL","BL","CB"," " 
"WAZP99-0569",2000,1,"G",06/06/2000,"1",5,"BL","CB","CB","CB","CB"," " 
"WAZP99-0569",2000,1,"H",06/06/2000,"1",5,"CB","CB","BL","CB","GC"," " 
"WAZP99-0569",2000,1,"I",06/06/2000,"1",5,"BL","CB","BL","BL","BL"," " 
"WAZP99-0569",2000,1,"J",06/06/2000,"1",5,"BL","CB","GC","GC","BL"," " 
"WAZP99-0590",2002,1,"A",09/15/2002,"1",5,"GF","CB","CB","CB","SB"," " 
"WAZP99-0590",2002,1,"B",09/15/2002,"1",5,"GF","CB","CB","CB","RS"," " 
"WAZP99-0590",2002,1,"C",09/15/2002,"1",5,"RS","SB","CB","CB","FN"," " 
"WAZP99-0590",2002,1,"D",09/15/2002,"1",5,"FN","CB","SB","CB","GC"," " 
"WAZP99-0590",2002,1,"E",09/15/2002,"1",5,"CB","CB","CB","SB","FN"," " 
"WAZP99-0590",2002,1,"F",09/15/2002,"1",5,"FN","CB","GC","CB","FN"," " 
"WAZP99-0590",2002,1,"G",09/15/2002,"1",5,"FN","CB","CB","CB","FN"," " 
"WAZP99-0590",2002,1,"H",09/15/2002,"1",5,"CB","SB","XB","SB","SB"," " 
"WAZP99-0590",2002,1,"I",09/15/2002,"1",5,"FN","CB","CB","CB","FN"," " 
"WAZP99-0590",2002,1,"J",09/15/2002,"1",5,"RS","CB","CB","GC","FN"," " 
"WAZP99-0598",2000,1,"A",05/23/2000,"1", ,"BL","BL","BL","CB","BL"," " 
"WAZP99-0598",2000,1,"B",05/23/2000,"1",5,"BL","CB","BL","CB","BL"," " 
"WAZP99-0598",2000,1,"C",05/23/2000,"1",5,"BL","BL","FN","BL","BL"," " 
"WAZP99-0598",2000,1,"D",05/23/2000,"1",5,"BL","BL","GC","BL","BL"," " 
"WAZP99-0598",2000,1,"E",05/23/2000,"1",5,"BL","BL","BL","BL","BL"," " 
"WAZP99-0598",2000,1,"F",05/23/2000,"1",5,"BL","CB","BL","CB","BL"," " 
"WAZP99-0598",2000,1,"G",05/23/2000,"1",5,"BL","CB","BL","FN","BL"," " 
"WAZP99-0598",2000,1,"H",05/23/2000,"1", ,"BL","CB","BL","BL","BL"," " 
"WAZP99-0598",2000,1,"I",05/23/2000,"1", ,"BL","BL","FN","BL","BL"," " 
"WAZP99-0598",2000,1,"J",05/23/2000,"1", ,"BL","BL","GC","BL","FN"," " 
"WAZP99-0599",2004,1,"A",06/29/2004,"1",5,"FN","FN","FN","FN","FN"," " 
"WAZP99-0599",2004,1,"B",06/29/2004,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0599",2004,1,"C",06/29/2004,"1",5,"FN","GF","SA","FN","FN"," " 
"WAZP99-0599",2004,1,"D",06/29/2004,"1",5,"GC","CB","GC","SA","SA"," " 
"WAZP99-0599",2004,1,"E",06/29/2004,"1",5,"GC","GC","CB","CB","CB"," " 
"WAZP99-0599",2004,1,"F",06/29/2004,"1",5,"FN","SB","SB","CB","CB"," " 
"WAZP99-0599",2004,1,"G",06/29/2004,"1",5,"FN","GC","CB","GF","CB"," " 
"WAZP99-0599",2004,1,"H",06/29/2004,"1",5,"FN","SA","SA","GF","CB"," " 
"WAZP99-0599",2004,1,"I",06/29/2004,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0599",2004,1,"J",06/29/2004,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0605",2000,1,"A",06/07/2000,"1",5,"BL","CB","GC","CB","FN"," " 
"WAZP99-0605",2000,1,"B",06/07/2000,"1",5,"FN","CB","CB","BL","CB"," " 
"WAZP99-0605",2000,1,"C",06/07/2000,"1",5,"BL","FN","FN","FN","CB"," " 
"WAZP99-0605",2000,1,"D",06/07/2000,"1",5,"CB","BL","CB","BL","FN"," " 
"WAZP99-0605",2000,1,"E",06/07/2000,"1",5,"BL","BL","CB","CB","BL"," " 
"WAZP99-0605",2000,1,"F",06/07/2000,"1",5,"CB","BL","CB","CB","CB"," " 
"WAZP99-0605",2000,1,"G",06/07/2000,"1",5,"FN","FN","CB","CB","CB"," " 
"WAZP99-0605",2000,1,"H",06/07/2000,"1",5,"CB","CB","CB","CB","BL"," " 
"WAZP99-0605",2000,1,"I",06/07/2000,"1",5,"BL","CB","CB","CB","CB"," " 
"WAZP99-0605",2000,1,"J",06/07/2000,"1",5,"FN","GC","GC","GC","FN"," " 
"WAZP99-0615",2000,1,"A",06/17/2000,"1",5,"BL","CB","CB","CB","BL"," " 
"WAZP99-0615",2000,1,"B",06/17/2000,"1",5,"BL","CB","CB","CB","BL"," " 
"WAZP99-0615",2000,1,"C",06/17/2000,"1",5,"CB","BL","BL","CB","CB"," " 
"WAZP99-0615",2000,1,"D",06/17/2000,"1",5,"BL","BL","BL","BL","FN"," " 
"WAZP99-0615",2000,1,"E",06/17/2000,"1",5,"GC","CB","CB","FN","BL"," " 
"WAZP99-0615",2000,1,"F",06/17/2000,"1",5,"BL","CB","GC","BL","BL"," " 
"WAZP99-0615",2000,1,"G",06/17/2000,"1",5,"BL","BL","CB","BL","BL"," " 
"WAZP99-0615",2000,1,"H",06/17/2000,"1",5,"BL","GC","CB","BL","FN"," " 
"WAZP99-0615",2000,1,"I",06/17/2000,"1",5,"CB","GC","CB","CB","CB"," " 
"WAZP99-0615",2000,1,"J",06/17/2000,"1",5,"GC","GC","GC","GC","BL"," " 
"WAZP99-0619",2000,1,"A",06/19/2000,"1",5,"FN","GC","CB","CB","GC"," " 
"WAZP99-0619",2000,1,"B",06/19/2000,"1",5,"CB","GC","GC","BL","FN"," " 
"WAZP99-0619",2000,1,"C",06/19/2000,"1",5,"CB","GC","GC","FN","GC"," " 
"WAZP99-0619",2000,1,"D",06/19/2000,"1",5,"FN","CB","CB","CB","GC"," " 
"WAZP99-0619",2000,1,"E",06/19/2000,"1",5,"FN","CB","CB","CB","CB"," " 
"WAZP99-0619",2000,1,"F",06/19/2000,"1",5,"FN","GC","GC","GC","FN"," " 
"WAZP99-0619",2000,1,"G",06/19/2000,"1",5,"FN","CB","CB","BL"," "," " 
"WAZP99-0619",2000,1,"H",06/19/2000,"1",5,"CB","CB","CB","CB","FN"," " 
"WAZP99-0619",2000,1,"I",06/19/2000,"1",5,"FN","FN","GC","FN","FN"," " 
"WAZP99-0619",2000,1,"J",06/19/2000,"1",5,"FN","GC","GC","CB","GC"," " 
"WAZP99-0632",2001,1,"A",05/22/2001,"1",5,"RR","BL","SA","CB","BL"," " 
"WAZP99-0632",2001,1,"B",05/22/2001,"1",5,"SA","CB","BL","CB","CB"," " 
"WAZP99-0632",2001,1,"C",05/22/2001,"1",5,"FN","FN","FN","FN","FN"," " 
"WAZP99-0632",2001,1,"D",05/22/2001,"1",5,"FN","FN","FN","FN","RR"," " 
"WAZP99-0632",2001,1,"E",05/22/2001,"1",5,"FN","GF","GF","SA","RR"," " 
"WAZP99-0632",2001,1,"F",05/22/2001,"1",5,"CB","BL","CB","BL","BL"," " 
"WAZP99-0632",2001,1,"G",05/22/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0632",2001,1,"H",05/22/2001,"1",5,"RR","RR","BL","CB","CB"," " 
"WAZP99-0632",2001,1,"I",05/22/2001,"1",5,"BL","BL","BL","BL","RS","IM" 
"WAZP99-0632",2001,1,"J",05/22/2001,"1",5,"RS","BL","RR","RR","RS"," " 
"WAZP99-0639",2001,1,"A",05/31/2001,"1",7,"GF","GF","FN","GF","FN"," " 
"WAZP99-0639",2001,1,"B",05/31/2001,"1",7,"FN","GF","GF","GC","FN"," " 
"WAZP99-0639",2001,1,"C",05/31/2001,"1",7,"FN","BL","FN","FN","FN"," " 
"WAZP99-0639",2001,1,"D",05/31/2001,"1",7,"FN","FN","SA","BL","BL"," " 
"WAZP99-0639",2001,1,"E",05/31/2001,"1",7,"GF","GF","GF","GF","GF"," " 
"WAZP99-0639",2001,1,"F",05/31/2001,"1",7,"GC","FN","GC","GC","GF"," " 
"WAZP99-0639",2001,1,"G",05/31/2001,"1",7,"FN","GC","GC","FN","FN"," " 
"WAZP99-0639",2001,1,"H",05/31/2001,"1",7,"FN","FN","GC","GC","GF"," " 
"WAZP99-0639",2001,1,"I",05/31/2001,"1",7,"FN","GC","GC","GC","FN"," " 
"WAZP99-0639",2001,1,"J",05/31/2001,"1",7,"GC","GC","GC","GC","GF"," " 
"WAZP99-0645",2001,1,"A",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"B",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"C",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"D",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"E",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"F",06/13/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0645",2001,1,"G",06/13/2001,"1",7,"GF","FN","SA","FN","FN"," " 
"WAZP99-0645",2001,1,"H",06/13/2001,"1",7,"SA","FN","FN","FN","SA"," " 
"WAZP99-0645",2001,1,"I",06/13/2001,"1",7,"FN","FN","GC","GC","FN"," " 
"WAZP99-0645",2001,1,"J",06/13/2001,"1",7,"FN","FN","GC","GF","FN"," " 
"WAZP99-0648",2001,1,"A",06/01/2001,"1",5,"FN","CB","CB","GC","BL"," " 
"WAZP99-0648",2001,1,"B",06/01/2001,"1",5,"CB","BL","BL","CB","CB"," " 
"WAZP99-0648",2001,1,"C",06/01/2001,"1",5,"BL","CB","CB","CB","BL","IM" 
"WAZP99-0648",2001,1,"D",06/01/2001,"1",5,"BL","CB","CB","BL","CB","IM" 
"WAZP99-0648",2001,1,"E",06/01/2001,"1",5,"BL","BL","GC","BL","BL"," " 
"WAZP99-0649",2001,1,"A",05/25/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0649",2001,1,"B",05/25/2001,"1",5,"FN","GC","CB","BL","CB"," " 
"WAZP99-0649",2001,1,"C",05/25/2001,"1",5,"RR","RR","BL","SA","GC"," " 
"WAZP99-0649",2001,1,"D",05/25/2001,"1",5,"SA","SA","SA","SA","SA"," " 
"WAZP99-0649",2001,1,"E",05/25/2001,"1",5,"RR","SA","SA","GC","SA"," " 
"WAZP99-0649",2001,1,"F",05/25/2001,"1",5,"RR","SA","SA","CB","CB"," " 
"WAZP99-0649",2001,1,"G",05/25/2001,"1",5,"RS","SA","SA","SA","SA"," " 
"WAZP99-0649",2001,1,"H",05/25/2001,"1",5,"SA","SA","SA","SA","SA","K" 
"WAZP99-0649",2001,1,"I",05/25/2001,"1",5,"SA","SA","RS","SA","RS"," " 
"WAZP99-0649",2001,1,"J",05/25/2001,"1",5,"RS","SA","SA","SA","GF"," " 
"WAZP99-0653",2001,1,"A",06/28/2001,"1",7,"SA","SA","GC","SA","GC"," " 
"WAZP99-0653",2001,1,"B",06/28/2001,"1",7,"SA","SA","CB","CB","CB"," " 
"WAZP99-0653",2001,1,"C",06/28/2001,"1",7,"SA","GC","CB","SA","SA"," " 
"WAZP99-0653",2001,1,"D",06/28/2001,"1",7,"GC","GC","CB","GC","CB"," " 
"WAZP99-0653",2001,1,"E",06/28/2001,"1",7,"CB","CB","CB","GC","CB"," " 
"WAZP99-0653",2001,1,"F",06/28/2001,"1",7,"SA","SA","SA","GC","SA"," " 
"WAZP99-0653",2001,1,"G",06/28/2001,"1",7,"GF","FN","SA","GF","FN"," " 
"WAZP99-0653",2001,1,"H",06/28/2001,"1",7,"FN","FN","GC","GF","FN"," " 
"WAZP99-0653",2001,1,"I",06/28/2001,"1",7,"GF","FN","GC","GF","FN"," " 
"WAZP99-0653",2001,1,"J",06/28/2001,"1",7,"FN","GC","GF","GF","FN"," " 
"WAZP99-0669",2001,1,"A",06/27/2001,"1",7,"CB","SA","SA","SA","CB"," " 
"WAZP99-0669",2001,1,"B",06/27/2001,"1",7,"SA","SA","SA","SA","CB"," " 
"WAZP99-0669",2001,1,"C",06/27/2001,"1",7,"SA","SA","SA","SA","SA"," " 
"WAZP99-0669",2001,1,"D",06/27/2001,"1",5,"SA","SA","SA","SA","SA","IM" 
"WAZP99-0669",2001,1,"E",06/27/2001,"1",7,"SA","CB","CB","CB","FN"," " 
"WAZP99-0669",2001,1,"F",06/27/2001,"1",7,"GC","BL","SA","SA","CB"," " 
"WAZP99-0669",2001,1,"G",06/27/2001,"1",7,"BL","BL","CB","CB","CB"," " 
"WAZP99-0669",2001,1,"H",06/27/2001,"1",7,"SA","GF","BL","GF","BL"," " 
"WAZP99-0669",2001,1,"I",06/27/2001,"1",7,"BL","CB","BL","CB","RR"," " 
"WAZP99-0669",2001,1,"J",06/27/2001,"1",7,"BL","BL","BL","BL","CB"," " 
"WAZP99-0681",2001,1,"A",06/19/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0681",2001,1,"B",06/19/2001,"1",5,"GC","GC","CB","CB","CB"," " 
"WAZP99-0681",2001,1,"C",06/19/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0681",2001,1,"D",06/19/2001,"1",5,"CB","CB","SA","CB","CB"," " 
"WAZP99-0681",2001,1,"E",06/19/2001,"1",5,"CB","CB","CB","CB","CB"," " 
"WAZP99-0681",2001,1,"F",06/19/2001,"1",5,"SA","GF","CB","GC","BL"," " 
"WAZP99-0681",2001,1,"G",06/19/2001,"1",5,"SA","SA","CB","BL","CB"," " 
"WAZP99-0681",2001,1,"H",06/19/2001,"1",5,"SA","SA","CB","CB","BL"," " 
"WAZP99-0681",2001,1,"I",06/19/2001,"1",5,"BL","SA","BL","CB","CB"," " 
"WAZP99-0681",2001,1,"J",06/19/2001,"1",5,"BL","BL","CB","CB","CB"," " 
"WAZP99-0687",2001,1,"A",05/30/2001,"1",7,"GF","GF","GF","GF","GF"," " 
"WAZP99-0687",2001,1,"B",05/30/2001,"1",7,"CB","GC","GC","GC","GC"," " 
"WAZP99-0687",2001,1,"C",05/30/2001,"1",7,"CB","CB","GC","GC","GC"," " 
"WAZP99-0687",2001,1,"D",05/30/2001,"1",7,"GC","GC","GC","GC","GC"," " 
"WAZP99-0687",2001,1,"E",05/30/2001,"1",7,"FN","FN","FN","GF","GF"," " 
"WAZP99-0687",2001,1,"F",05/30/2001,"1",7,"GC","GC","GF","GC","GC"," " 
"WAZP99-0687",2001,1,"G",05/30/2001,"1",7,"GC","GC","GC","FN","FN"," " 
"WAZP99-0687",2001,1,"H",05/30/2001,"1",7,"FN","GF","GF","GF","GC"," " 
"WAZP99-0687",2001,1,"I",05/30/2001,"1",7,"GC","GC","GC","FN","FN"," " 
"WAZP99-0687",2001,1,"J",05/30/2001,"1",7,"GC","BL","GC","GC","BL"," " 
"WAZP99-0701",2001,1,"A",06/26/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0701",2001,1,"B",06/26/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0701",2001,1,"C",06/26/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0701",2001,1,"D",06/26/2001,"1",7,"FN","FN","CB","FN","CB"," " 
"WAZP99-0701",2001,1,"E",06/26/2001,"1",7,"SA","SA","SA","SA","CB"," " 
"WAZP99-0701",2001,1,"F",06/26/2001,"1",7,"CB","CB","CB","FN","FN"," " 
"WAZP99-0701",2001,1,"G",06/26/2001,"1",7,"FN","CB","CB","CB","FN"," " 
"WAZP99-0701",2001,1,"H",06/26/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0701",2001,1,"I",06/26/2001,"1",7,"FN","FN","FN","FN","FN"," " 
"WAZP99-0701",2001,1,"J",06/26/2001,"1",7,"FN","FN","FN","FN","CB"," " 
"WAZP99-0712",2002,1,"A",08/01/2002,"1",5,"SA","GC","CB","SB","CB"," " 
"WAZP99-0712",2002,1,"B",08/01/2002,"1",5,"CB","SA","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"C",08/01/2002,"1",5,"FN","GF","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"D",08/01/2002,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"E",08/01/2002,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"F",08/01/2002,"1",5,"FN","GC","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"G",08/01/2002,"1",5,"FN","SA","SA","SA","FN"," " 
"WAZP99-0712",2002,1,"H",08/01/2002,"1",5,"SA","SB","CB","CB","GC"," " 
"WAZP99-0712",2002,1,"I",08/01/2002,"1",5,"FN","SA","SB","CB","FN"," " 
"WAZP99-0712",2002,1,"J",08/01/2002,"1",5,"FN","SB","SA","SA","FN"," " 
"WAZP99-0716",2002,1,"A",06/20/2002,"1",5,"GC","CB","CB","CB","CB"," " 
"WAZP99-0716",2002,1,"B",06/20/2002,"1",5,"FN","FN","WD","SB","CB"," " 
"WAZP99-0716",2002,1,"C",06/20/2002,"1",5,"FN","SA","GC","SA","FN"," " 
"WAZP99-0716",2002,1,"D",06/20/2002,"1",5,"FN","CB","SB","CB","CB"," " 
"WAZP99-0716",2002,1,"E",06/20/2002,"1",5,"FN","CB","CB","CB","CB"," " 
"WAZP99-0716",2002,1,"F",06/20/2002,"1",5,"FN","CB","CB","CB","GF"," " 
"WAZP99-0716",2002,1,"G",06/20/2002,"1",5,"CB","CB","CB","CB","GC"," " 
"WAZP99-0716",2002,1,"H",06/20/2002,"1",5,"FN","XB","CB","GC","FN"," " 
"WAZP99-0716",2002,1,"I",06/20/2002,"1",5,"FN","XB","CB","CB","GC"," " 
"WAZP99-0716",2002,1,"J",06/20/2002,"1",5,"FN","SB","CB","GC","GC"," " 
"WAZP99-0722",2002,1,"A",07/18/2002,"1",7,"SA","SA","SA","FN","FN"," " 
"WAZP99-0722",2002,1,"B",07/18/2002,"1",7,"SA","GF","WD","GF","GC"," " 
"WAZP99-0722",2002,1,"C",07/18/2002,"1",7,"GF","GF","GF","GF","GF"," " 
"WAZP99-0722",2002,1,"D",07/18/2002,"1",7,"FN","GC","SA","GF","GF"," " 
"WAZP99-0722",2002,1,"E",07/18/2002,"1",7,"GF","FN","WD","FN","GF"," " 
"WAZP99-0722",2002,1,"F",07/18/2002,"1",7,"GC","GC","SB","GC","GC"," " 
"WAZP99-0722",2002,1,"G",07/18/2002,"1",7,"GC","SB","SB","GF","GF"," " 
"WAZP99-0722",2002,1,"H",07/18/2002,"1",7,"SA","GC","GC","SB","CB"," " 
"WAZP99-0722",2002,1,"I",07/18/2002,"1",7,"GC","GC","GC","GC","GC"," " 
"WAZP99-0722",2002,1,"J",07/18/2002,"1",7,"FN","GF","GC","GF","GC"," " 
"WAZP99-0744",2002,1,"A",08/15/2002,"1",7,"SA","SA","SA","SA","SA"," " 
"WAZP99-0744",2002,1,"B",08/15/2002,"1",7,"SA","SA","SA","SA","SA"," " 
"WAZP99-0744",2002,1,"C",08/15/2002,"1",7,"SA","SA","SA","SA","SA"," " 
"WAZP99-0744",2002,1,"D",08/15/2002,"1",7,"FN","SA","SA","SA","FN"," " 
"WAZP99-0744",2002,1,"E",08/15/2002,"1",7,"SA","SA","SA","FN","FN"," " 
"WAZP99-0744",2002,1,"F",08/15/2002,"1",7,"SA","FN","FN","SA","SA"," " 
"WAZP99-0744",2002,1,"G",08/15/2002,"1",7,"FN","FN","SA","SA","FN"," " 
"WAZP99-0744",2002,1,"H",08/15/2002,"1",7,"FN","SA","SA","FN","FN"," " 
"WAZP99-0744",2002,1,"I",08/15/2002,"1",7,"FN","FN","SA","SA","FN"," " 
"WAZP99-0744",2002,1,"J",08/15/2002,"1",7,"FN","SA","SA","FN","FN"," " 
"WAZP99-0750",2003,1,"A",07/30/2003,"1",5,"SA","GC","CB","GF","RR"," " 
"WAZP99-0750",2003,1,"B",07/30/2003,"1",5,"GC","CB","CB","SB","GC"," " 
"WAZP99-0750",2003,1,"C",07/30/2003,"1",5,"FN","SB","CB","CB","OT","F2" 
"WAZP99-0750",2003,1,"D",07/30/2003,"1",5,"GF","CB","SB","SB","OT","F2" 
"WAZP99-0750",2003,1,"E",07/30/2003,"1",5,"SB","GC","CB","CB","CB"," " 
"WAZP99-0750",2003,1,"F",07/30/2003,"1",5,"SA","SA","SA","SA","RR"," " 
"WAZP99-0750",2003,1,"G",07/30/2003,"1",5,"SA","CB","GF","SB","GC"," " 
"WAZP99-0750",2003,1,"H",07/30/2003,"1",5,"FN","CB","GC","CB","FN"," " 
"WAZP99-0750",2003,1,"I",07/30/2003,"1",5,"FN","CB","CB","GF","GC"," " 
"WAZP99-0750",2003,1,"J",07/30/2003,"1",5,"GC","CB","XB","CB","CB"," " 
